content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
Kode OTP permohonan efin tidak bisa dikonfirmasi... Tolong diperbaiki...,playstore,kode otp permohonan efin tidak bisa dikonfirmasi tolong diperbaiki,"['kode', 'otp', 'permohonan', 'efin', 'tidak', 'bisa', 'dikonfirmasi', 'tolong', 'diperbaiki']",-11,negative,"['kode', 'otp', 'permohonan', 'efin', 'dikonfirmasi', 'tolong', 'diperbaiki']",kode otp permohonan efin dikonfirmasi tolong diperbaiki,Topik 1 - Error/Aplikasi
Mengajukan efin pas menu verifikasi nya tombol nya tidak bisa di tekan pdhl angka nya sudah sesuai.... Aplikasi bikinan pemerintah emng banyak masalah nya....,playstore,mengajukan efin pas menu verifikasi nya tombol nya tidak bisa di tekan pdhl angka nya sudah sesuai aplikasi bikinan pemerintah emng banyak masalah nya,"['mengajukan', 'efin', 'pas', 'menu', 'verifikasi', 'ya', 'tombol', 'ya', 'tidak', 'bisa', 'di', 'tekan', 'padahal', 'angka', 'ya', 'sudah', 'sesuai', 'aplikasi', 'bikinan', 'pemerintah', 'memang', 'banyak', 'masalah', 'ya']",-90,negative,"['mengajukan', 'efin', 'pas', 'menu', 'verifikasi', 'nya', 'tombol', 'nya', 'tekan', 'pdhl', 'angka', 'nya', 'sesuai', 'aplikasi', 'bikinan', 'pemerintah', 'emng', 'nya']",mengajukan efin pas menu verifikasi nya tombol nya tekan pdhl angka nya sesuai aplikasi bikinan pemerintah emng nya,Topik 1 - Error/Aplikasi
"kebanyakan bug eror perbaiki lahh, biar kita ga terlalu buang waktu",playstore,kebanyakan bug eror perbaiki lahh biar kita ga terlalu buang waktu,"['kebanyakan', 'bug', 'eror', 'perbaiki', 'lah', 'biar', 'kita', 'tidak', 'terlalu', 'buang', 'waktu']",-40,negative,"['kebanyakan', 'bug', 'eror', 'perbaiki', 'lahh', 'biar', 'buang']",kebanyakan bug eror perbaiki lahh biar buang,Topik 1 - Error/Aplikasi
"Aplikasi masih terlalu banyak bug, verifikasi kode efin aja ga bisa lah macam mana",playstore,aplikasi masih terlalu banyak bug verifikasi kode efin aja ga bisa lah macam mana,"['aplikasi', 'masih', 'terlalu', 'banyak', 'bug', 'verifikasi', 'kode', 'efin', 'saja', 'tidak', 'bisa', 'lah', 'macam', 'mana']",-60,negative,"['aplikasi', 'bug', 'verifikasi', 'kode', 'efin', 'aja']",aplikasi bug verifikasi kode efin aja,Topik 1 - Error/Aplikasi
Aplikasi gak guna ngebug,playstore,aplikasi gak guna ngebug,"['aplikasi', 'tidak', 'guna', 'ngebug']",-36,negative,"['aplikasi', 'gak', 'ngebug']",aplikasi gak ngebug,Topik 1 - Error/Aplikasi
Verifikasi OTP untuk EFIN nya error,playstore,verifikasi otp untuk efin nya error,"['verifikasi', 'otp', 'untuk', 'efin', 'ya', 'error']",-18,negative,"['verifikasi', 'otp', 'efin', 'nya', 'error']",verifikasi otp efin nya error,Topik 1 - Error/Aplikasi
"Ini yg ngurus aplikasi kerjanya ngapain aja ya, bug tombol verifikasi otp efin ga bisa di klik, jangan makan gaji buta bro, kerja yang bener, urus aplikasi yang bener",playstore,ini yg ngurus aplikasi kerjanya ngapain aja ya bug tombol verifikasi otp efin ga bisa di klik jangan makan gaji buta bro kerja yang bener urus aplikasi yang bener,"['ini', 'yang', 'mengurus', 'aplikasi', 'kerjanya', 'mengapai', 'saja', 'ya', 'bug', 'tombol', 'verifikasi', 'otp', 'efin', 'tidak', 'bisa', 'di', 'klik', 'jangan', 'makan', 'gaji', 'buta', 'bro', 'kerja', 'yang', 'benar', 'urus', 'aplikasi', 'yang', 'benar']",-113,negative,"['ngurus', 'aplikasi', 'kerjanya', 'ngapain', 'aja', 'bug', 'tombol', 'verifikasi', 'otp', 'efin', 'klik', 'makan', 'gaji', 'buta', 'bro', 'kerja', 'bener', 'urus', 'aplikasi', 'bener']",ngurus aplikasi kerjanya ngapain aja bug tombol verifikasi otp efin klik makan gaji buta bro kerja bener urus aplikasi bener,Topik 1 - Error/Aplikasi
"apalahh gabisa masuk, aplikasi error inimah.. rusakk",playstore,apalahh gabisa masuk aplikasi error inimah rusakk,"['apalahh', 'tidak bisa', 'masuk', 'aplikasi', 'error', 'inimah', 'rusakk']",-30,negative,"['apalahh', 'gabisa', 'masuk', 'aplikasi', 'error', 'inimah', 'rusakk']",apalahh gabisa masuk aplikasi error inimah rusakk,Topik 1 - Error/Aplikasi
Ga di apk ga di web bug nya parah ingat ini instansi pemerintah lo duit pajak nya pakai untuk sistem sebagian jangan di telan sama oknum semua ya,playstore,ga di apk ga di web bug nya parah ingat ini instansi pemerintah lo duit pajak nya pakai untuk sistem sebagian jangan di telan sama oknum semua ya,"['tidak', 'di', 'apk', 'tidak', 'di', 'web', 'bug', 'ya', 'parah', 'ingat', 'ini', 'instansi', 'pemerintah', 'lo', 'duit', 'pajak', 'ya', 'pakai', 'untuk', 'sistem', 'sebagian', 'jangan', 'di', 'telan', 'sama', 'oknum', 'semua', 'ya']",-143,negative,"['apk', 'web', 'bug', 'nya', 'parah', 'instansi', 'pemerintah', 'duit', 'pajak', 'nya', 'pakai', 'sistem', 'telan', 'oknum']",apk web bug nya parah instansi pemerintah duit pajak nya pakai sistem telan oknum,Topik 1 - Error/Aplikasi
Sering error dan loading lama saat absensi,playstore,sering error dan loading lama saat absensi,"['sering', 'error', 'dan', 'loading', 'lama', 'saat', 'absensi']",-10,negative,"['error', 'loading', 'absensi']",error loading absensi,Topik 1 - Error/Aplikasi
Tolong tombol verifikasi OTPnya diperbaiki. Selama itu kah memperbaiki bug tersebut?,playstore,tolong tombol verifikasi otpnya diperbaiki selama itu kah memperbaiki bug tersebut,"['tolong', 'tombol', 'verifikasi', 'otpnya', 'diperbaiki', 'selama', 'itu', 'kah', 'memperbaiki', 'bug', 'tersebut']",-4,negative,"['tolong', 'tombol', 'verifikasi', 'otpnya', 'diperbaiki', 'kah', 'memperbaiki', 'bug']",tolong tombol verifikasi otpnya diperbaiki kah memperbaiki bug,Topik 1 - Error/Aplikasi
Please fix bug verifikasi,playstore,please fix bug verifikasi,"['please', 'fix', 'bug', 'verifikasi']",-12,negative,"['please', 'fix', 'bug', 'verifikasi']",please fix bug verifikasi,Topik 1 - Error/Aplikasi
Halo admin m pajak tolong jelasin kenapa kode otp udah dimasukin tapi tidak bisa di ketik verifikasi nya?,playstore,halo admin m pajak tolong jelasin kenapa kode otp udah dimasukin tapi tidak bisa di ketik verifikasi nya,"['halo', 'admin', 'sama', 'pajak', 'tolong', 'jelasin', 'kenapa', 'kode', 'otp', 'sudah', 'dimasuki', 'tapi', 'tidak', 'bisa', 'di', 'ketik', 'verifikasi', 'ya']",-85,negative,"['halo', 'admin', 'pajak', 'tolong', 'jelasin', 'kode', 'otp', 'udah', 'dimasukin', 'ketik', 'verifikasi', 'nya']",halo admin pajak tolong jelasin kode otp udah dimasukin ketik verifikasi nya,Topik 1 - Error/Aplikasi
"Sampah, verifikasi otp gabisa",playstore,sampah verifikasi otp gabisa,"['sampah', 'verifikasi', 'otp', 'tidak bisa']",-18,negative,"['sampah', 'verifikasi', 'otp', 'gabisa']",sampah verifikasi otp gabisa,Topik 1 - Error/Aplikasi
Aplikasi buruk sekalii. D akses sering error. Otp sudah keluar tidak bisa lanjut proses,playstore,aplikasi buruk sekalii d akses sering error otp sudah keluar tidak bisa lanjut proses,"['aplikasi', 'buruk', 'sekali', 'di', 'akses', 'sering', 'error', 'otp', 'sudah', 'keluar', 'tidak', 'bisa', 'lanjut', 'proses']",-62,negative,"['aplikasi', 'buruk', 'sekalii', 'akses', 'error', 'otp', 'proses']",aplikasi buruk sekalii akses error otp proses,Topik 1 - Error/Aplikasi
Tombol Verifikasi OTP nya error terus,playstore,tombol verifikasi otp nya error terus,"['tombol', 'verifikasi', 'otp', 'ya', 'error', 'terus']",-27,negative,"['tombol', 'verifikasi', 'otp', 'nya', 'error']",tombol verifikasi otp nya error,Topik 1 - Error/Aplikasi
"Yang bener aja lah, bug fixed tanggal 4 desember 2024. Tapi bug tombol verifikasi otp effin udah dimasukin tapi malah ga bisa di tekan tombolnya. Bug apaan yang di fix tolol",playstore,yang bener aja lah bug fixed tanggal  desember  tapi bug tombol verifikasi otp effin udah dimasukin tapi malah ga bisa di tekan tombolnya bug apaan yang di fix tolol,"['yang', 'benar', 'saja', 'lah', 'bug', 'fixed', 'tanggal', '4', 'desember', '2024', 'tapi', 'bug', 'tombol', 'verifikasi', 'otp', 'effin', 'sudah', 'dimasuki', 'tapi', 'malah', 'tidak', 'bisa', 'di', 'tekan', 'tombolnya', 'bug', 'apaan', 'yang', 'di', 'fix', 'tolol']",-128,negative,"['bener', 'aja', 'bug', 'fixed', 'tanggal', 'desember', 'bug', 'tombol', 'verifikasi', 'otp', 'effin', 'udah', 'dimasukin', 'tekan', 'tombolnya', 'bug', 'fix', 'tolol']",bener aja bug fixed tanggal desember bug tombol verifikasi otp effin udah dimasukin tekan tombolnya bug fix tolol,Topik 1 - Error/Aplikasi
Tombol verifikasi kode pada menu permintaan EFIN setelah menerima email dan memasukan ke kolom tombol verifikasi tidak aktif sehingga kita tidak bisa melakukan verifikasi. Mohon segera ditindak lanjuti. Terima kasih,playstore,tombol verifikasi kode pada menu permintaan efin setelah menerima email dan memasukan ke kolom tombol verifikasi tidak aktif sehingga kita tidak bisa melakukan verifikasi mohon segera ditindak lanjuti terima kasih,"['tombol', 'verifikasi', 'kode', 'pada', 'menu', 'permintaan', 'efin', 'setelah', 'menerima', 'email', 'dan', 'memasukan', 'ke', 'kolom', 'tombol', 'verifikasi', 'tidak', 'aktif', 'sehingga', 'kita', 'tidak', 'bisa', 'melakukan', 'verifikasi', 'mohon', 'segera', 'ditindak', 'lanjuti', 'terima', 'kasih']",-28,negative,"['tombol', 'verifikasi', 'kode', 'menu', 'permintaan', 'efin', 'menerima', 'email', 'memasukan', 'kolom', 'tombol', 'verifikasi', 'aktif', 'verifikasi', 'mohon', 'ditindak', 'lanjuti', 'terima', 'kasih']",tombol verifikasi kode menu permintaan efin menerima email memasukan kolom tombol verifikasi aktif verifikasi mohon ditindak lanjuti terima kasih,Topik 1 - Error/Aplikasi
"Sampah req OTP aja susanya minta ampun, WAKANDA WAKANDA",playstore,sampah req otp aja susanya minta ampun wakanda wakanda,"['sampah', 'req', 'otp', 'saja', 'susanya', 'meminta', 'ampun', 'wakanda', 'wakanda']",-14,negative,"['sampah', 'req', 'otp', 'aja', 'susanya', 'ampun', 'wakanda', 'wakanda']",sampah req otp aja susanya ampun wakanda wakanda,Topik 1 - Error/Aplikasi
"Gimana si aplikasinya, mau pengajuan efin pas minta kode verifikasi email tidak bisa di klik verifikasi, gk jelas banget apk nya😡",playstore,gimana si aplikasinya mau pengajuan efin pas minta kode verifikasi email tidak bisa di klik verifikasi gk jelas banget apk nya,"['bagaimana', 'sih', 'aplikasinya', 'mau', 'pengajuan', 'efin', 'pas', 'meminta', 'kode', 'verifikasi', 'email', 'tidak', 'bisa', 'di', 'klik', 'verifikasi', 'tidak', 'jelas', 'banget', 'apk', 'ya']",-66,negative,"['gimana', 'aplikasinya', 'pengajuan', 'efin', 'pas', 'kode', 'verifikasi', 'email', 'klik', 'verifikasi', 'banget', 'apk', 'nya']",gimana aplikasinya pengajuan efin pas kode verifikasi email klik verifikasi banget apk nya,Topik 1 - Error/Aplikasi
"Seperti biasa tidak berguna sama sekali, apk pemerintah banyak bug nya. Padahal ini sekelas pajak.",playstore,seperti biasa tidak berguna sama sekali apk pemerintah banyak bug nya padahal ini sekelas pajak,"['seperti', 'biasa', 'tidak', 'berguna', 'sama', 'sekali', 'apk', 'pemerintah', 'banyak', 'bug', 'ya', 'padahal', 'ini', 'sekelas', 'pajak']",-73,negative,"['berguna', 'apk', 'pemerintah', 'bug', 'nya', 'sekelas', 'pajak']",berguna apk pemerintah bug nya sekelas pajak,Topik 1 - Error/Aplikasi
"bar untuk menverifikasi kode otp tidak merespon, perbaiki bug ini",playstore,bar untuk menverifikasi kode otp tidak merespon perbaiki bug ini,"['bar', 'untuk', 'menverifikasi', 'kode', 'otp', 'tidak', 'merespon', 'perbaiki', 'bug', 'ini']",-36,negative,"['bar', 'menverifikasi', 'kode', 'otp', 'merespon', 'perbaiki', 'bug']",bar menverifikasi kode otp merespon perbaiki bug,Topik 1 - Error/Aplikasi
Aplikasi pemerintah kok banyak error nya..,playstore,aplikasi pemerintah kok banyak error nya,"['aplikasi', 'pemerintah', 'kok', 'banyak', 'error', 'ya']",-45,negative,"['aplikasi', 'pemerintah', 'error', 'nya']",aplikasi pemerintah error nya,Topik 1 - Error/Aplikasi
Saya kasih bintang 1 karna kurang bagus sudah berbagai cara saya untuk bisa login/masuk ke akun tidak bisa mohon bantuannya🙏🙏 Kalau tidak bisa sampai saat ini saya uninstall aplikasinya habis² data saja😔😔,playstore,saya kasih bintang  karna kurang bagus sudah berbagai cara saya untuk bisa loginmasuk ke akun tidak bisa mohon bantuannya kalau tidak bisa sampai saat ini saya uninstall aplikasinya habis data saja,"['saya', 'kasih', 'bintang', '1', 'karena', 'kurang', 'bagus', 'sudah', 'berbagai', 'cara', 'saya', 'untuk', 'bisa', 'loginmasuk', 'ke', 'akun', 'tidak', 'bisa', 'mohon', 'bantuannya', 'kalau', 'tidak', 'bisa', 'sampai', 'saat', 'ini', 'saya', 'uninstall', 'aplikasinya', 'habis', 'data', 'saja']",-111,negative,"['kasih', 'bintang', 'karna', 'bagus', 'loginmasuk', 'akun', 'mohon', 'bantuannya', 'uninstall', 'aplikasinya', 'habis', 'data']",kasih bintang karna bagus loginmasuk akun mohon bantuannya uninstall aplikasinya habis data,Topik 1 - Error/Aplikasi
"Baru donwload terus dh ada notif suruh update padahal di play store gg ada keterangan update, lanjut isi link buat efin malah error dan keluar apk dengan sendirinya, pas dibuka lagi aplikasinya muter sampai skrng dan gg bisa kebuka. Ini yang buat aplikasi kompeten atau cuman nyoba"" Yh, kalo gini mh lebih bagus apk kipas simulator bos",playstore,baru donwload terus dh ada notif suruh update padahal di play store gg ada keterangan update lanjut isi link buat efin malah error dan keluar apk dengan sendirinya pas dibuka lagi aplikasinya muter sampai skrng dan gg bisa kebuka ini yang buat aplikasi kompeten atau cuman nyoba yh kalo gini mh lebih bagus apk kipas simulator bos,"['baru', 'donwload', 'terus', 'dah', 'ada', 'notif', 'suruh', 'update', 'padahal', 'di', 'play', 'store', 'tidak', 'ada', 'keterangan', 'update', 'lanjut', 'isi', 'link', 'buat', 'efin', 'malah', 'error', 'dan', 'keluar', 'apk', 'dengan', 'sendirinya', 'pas', 'dibuka', 'lagi', 'aplikasinya', 'muter', 'sampai', 'sekarang', 'dan', 'tidak', 'bisa', 'kebuka', 'ini', 'yang', 'buat', 'aplikasi', 'kompeten', 'atau', 'cuman', 'mencoba', 'ya', 'kalau', 'begini', 'mah', 'lebih', 'bagus', 'apk', 'kipas', 'simulator', 'bos']",-194,negative,"['donwload', 'notif', 'suruh', 'update', 'play', 'store', 'keterangan', 'update', 'isi', 'link', 'efin', 'error', 'apk', 'pas', 'dibuka', 'aplikasinya', 'muter', 'skrng', 'kebuka', 'aplikasi', 'kompeten', 'cuman', 'nyoba', 'kalo', 'gini', 'bagus', 'apk', 'kipas', 'simulator', 'bos']",donwload notif suruh update play store keterangan update isi link efin error apk pas dibuka aplikasinya muter skrng kebuka aplikasi kompeten cuman nyoba kalo gini bagus apk kipas simulator bos,Topik 1 - Error/Aplikasi
"Kenapa ya hampir semua website/aplikasi milik pemerintah itu.sangat ribet,sering error..pokoknya parahh.",playstore,kenapa ya hampir semua websiteaplikasi milik pemerintah itusangat ribetsering errorpokoknya parahh,"['kenapa', 'ya', 'hampir', 'semua', 'websiteaplikasi', 'milik', 'pemerintah', 'itusangat', 'ribetsering', 'errorpokoknya', 'parah']",-25,negative,"['websiteaplikasi', 'milik', 'pemerintah', 'itusangat', 'ribetsering', 'errorpokoknya', 'parahh']",websiteaplikasi milik pemerintah itusangat ribetsering errorpokoknya parahh,Topik 1 - Error/Aplikasi
Tolong benahi aplikasinya tidak berguna sama sekali. Waktu daftar ada beberapa masalah 1.pengisian email harus di awali angka ribet bgt sumpah 2.pemilihan kenegaraan tidak bisa di pilih 3.capta ngaco. Masih bagus pake google from aja mending perasaan anggaran gede website aja kek buatan anak SMP,playstore,tolong benahi aplikasinya tidak berguna sama sekali waktu daftar ada beberapa masalah pengisian email harus di awali angka ribet bgt sumpah pemilihan kenegaraan tidak bisa di pilih capta ngaco masih bagus pake google from aja mending perasaan anggaran gede website aja kek buatan anak smp,"['tolong', 'benahi', 'aplikasinya', 'tidak', 'berguna', 'sama', 'sekali', 'waktu', 'daftar', 'ada', 'beberapa', 'masalah', '1pengisian', 'email', 'harus', 'di', 'awali', 'angka', 'ribet', 'banget', 'sumpah', '2pemilihan', 'kenegaraan', 'tidak', 'bisa', 'di', 'pilih', '3capta', 'mengaco', 'masih', 'bagus', 'pakai', 'google', 'from', 'saja', 'mending', 'perasaan', 'anggaran', 'gede', 'website', 'saja', 'kayak', 'buatan', 'anak', 'sampai']",-121,negative,"['tolong', 'benahi', 'aplikasinya', 'berguna', 'daftar', 'pengisian', 'email', 'awali', 'angka', 'ribet', 'bgt', 'sumpah', 'pemilihan', 'kenegaraan', 'pilih', 'capta', 'ngaco', 'bagus', 'pake', 'google', 'from', 'aja', 'mending', 'perasaan', 'anggaran', 'gede', 'website', 'aja', 'kek', 'buatan', 'anak', 'smp']",tolong benahi aplikasinya berguna daftar pengisian email awali angka ribet bgt sumpah pemilihan kenegaraan pilih capta ngaco bagus pake google from aja mending perasaan anggaran gede website aja kek buatan anak smp,Topik 1 - Error/Aplikasi
"Jelek banget, ngirim kode OTP aja cuma laporan terkirimnya doang, tapi kagak ada pesan masuk kan tolol, ini nih yang bikin sulit masyarakat, ke kantor malah d usir wajib daftar online, udah daftar online bermasalah mulu kocak kocak",playstore,jelek banget ngirim kode otp aja cuma laporan terkirimnya doang tapi kagak ada pesan masuk kan tolol ini nih yang bikin sulit masyarakat ke kantor malah d usir wajib daftar online udah daftar online bermasalah mulu kocak kocak,"['jelek', 'banget', 'mengirim', 'kode', 'otp', 'saja', 'cuma', 'laporan', 'terkirimnya', 'doang', 'tapi', 'kagak', 'ada', 'pesan', 'masuk', 'kan', 'tolol', 'ini', 'nih', 'yang', 'bikin', 'sulit', 'masyarakat', 'ke', 'kantor', 'malah', 'di', 'usir', 'wajib', 'daftar', 'online', 'sudah', 'daftar', 'online', 'bermasalah', 'mulu', 'kocak', 'kocak']",-161,negative,"['jelek', 'banget', 'ngirim', 'kode', 'otp', 'aja', 'laporan', 'terkirimnya', 'doang', 'kagak', 'pesan', 'masuk', 'tolol', 'nih', 'bikin', 'sulit', 'masyarakat', 'kantor', 'usir', 'wajib', 'daftar', 'online', 'udah', 'daftar', 'online', 'bermasalah', 'mulu', 'kocak', 'kocak']",jelek banget ngirim kode otp aja laporan terkirimnya doang kagak pesan masuk tolol nih bikin sulit masyarakat kantor usir wajib daftar online udah daftar online bermasalah mulu kocak kocak,Topik 1 - Error/Aplikasi
Tidak bisa login,playstore,tidak bisa login,"['tidak', 'bisa', 'login']",-18,negative,['login'],login,Topik 1 - Error/Aplikasi
"Bener kata orang yg bilang aplikasinya bermasalah muter terus padahal jaringan bagus pas udh download mau login ,eh malah update .kenapa gak di awal pas instal apk tersebut mohon di perbaiki apk nya kerjanya jangan tidur doang atasin masalah sepele kaya gini anggaran pasti gede jangan di makanin ,.",playstore,bener kata orang yg bilang aplikasinya bermasalah muter terus padahal jaringan bagus pas udh download mau login eh malah update kenapa gak di awal pas instal apk tersebut mohon di perbaiki apk nya kerjanya jangan tidur doang atasin masalah sepele kaya gini anggaran pasti gede jangan di makanin,"['benar', 'kata', 'orang', 'yang', 'bilang', 'aplikasinya', 'bermasalah', 'muter', 'terus', 'padahal', 'jaringan', 'bagus', 'pas', 'sudah', 'download', 'mau', 'login', 'eh', 'malah', 'update', 'kenapa', 'tidak', 'di', 'awal', 'pas', 'instal', 'apk', 'tersebut', 'mohon', 'di', 'perbaiki', 'apk', 'ya', 'kerjanya', 'jangan', 'tidur', 'doang', 'atasin', 'masalah', 'sepele', 'kayak', 'begini', 'anggaran', 'pasti', 'gede', 'jangan', 'di', 'makanin']",-195,negative,"['bener', 'orang', 'bilang', 'aplikasinya', 'bermasalah', 'muter', 'jaringan', 'bagus', 'pas', 'udh', 'download', 'login', 'update', 'gak', 'pas', 'instal', 'apk', 'mohon', 'perbaiki', 'apk', 'nya', 'kerjanya', 'tidur', 'doang', 'atasin', 'sepele', 'kaya', 'gini', 'anggaran', 'gede', 'makanin']",bener orang bilang aplikasinya bermasalah muter jaringan bagus pas udh download login update gak pas instal apk mohon perbaiki apk nya kerjanya tidur doang atasin sepele kaya gini anggaran gede makanin,Topik 1 - Error/Aplikasi
"Aplikasi sampah,masak kalah jauh sama aplikasi luar negro,ayo saingi shopee dan lazada bosss 🦦",playstore,aplikasi sampahmasak kalah jauh sama aplikasi luar negroayo saingi shopee dan lazada bosss,"['aplikasi', 'sampahmasak', 'kalah', 'jauh', 'sama', 'aplikasi', 'luar', 'negroayo', 'saingi', 'shopee', 'dan', 'lazada', 'bosss']",-26,negative,"['aplikasi', 'sampahmasak', 'kalah', 'aplikasi', 'negroayo', 'saingi', 'shopee', 'lazada', 'bosss']",aplikasi sampahmasak kalah aplikasi negroayo saingi shopee lazada bosss,Topik 1 - Error/Aplikasi
Apk sampah bikin efin gagal terus login tidak bisa bisa,playstore,apk sampah bikin efin gagal terus login tidak bisa bisa,"['apk', 'sampah', 'bikin', 'efin', 'gagal', 'terus', 'login', 'tidak', 'bisa', 'bisa']",-72,negative,"['apk', 'sampah', 'bikin', 'efin', 'gagal', 'login']",apk sampah bikin efin gagal login,Topik 1 - Error/Aplikasi
Kenapa setiap klik aplikasi nya selalu keluar sendiri padahal SDH di coba berkali-kali dan sudah berkali-kali hapus unduh lagi,playstore,kenapa setiap klik aplikasi nya selalu keluar sendiri padahal sdh di coba berkalikali dan sudah berkalikali hapus unduh lagi,"['kenapa', 'setiap', 'klik', 'aplikasi', 'ya', 'selalu', 'keluar', 'sendiri', 'padahal', 'sudah', 'di', 'coba', 'berkalikali', 'dan', 'sudah', 'berkalikali', 'hapus', 'unduh', 'lagi']",-67,negative,"['klik', 'aplikasi', 'nya', 'sdh', 'coba', 'berkalikali', 'berkalikali', 'hapus', 'unduh']",klik aplikasi nya sdh coba berkalikali berkalikali hapus unduh,Topik 1 - Error/Aplikasi
Ini aplikasi pemerintah ? Apa aplikasi yg di buat anak SMP error mulu 95% isinya negatif gak di tindak lanjut. Giliran gk bayar pajak di uber uber. Hello bisa respon masyarakat kah ??? Apa sibuk tidur ?,playstore,ini aplikasi pemerintah  apa aplikasi yg di buat anak smp error mulu  isinya negatif gak di tindak lanjut giliran gk bayar pajak di uber uber hello bisa respon masyarakat kah  apa sibuk tidur,"['ini', 'aplikasi', 'pemerintah', 'apa', 'aplikasi', 'yang', 'di', 'buat', 'anak', 'sampai', 'error', 'mulu', '95', 'isinya', 'negatif', 'tidak', 'di', 'tindak', 'lanjut', 'giliran', 'tidak', 'bayar', 'pajak', 'di', 'uber', 'uber', 'hello', 'bisa', 'respon', 'masyarakat', 'kah', 'apa', 'sibuk', 'tidur']",-138,negative,"['aplikasi', 'pemerintah', 'aplikasi', 'anak', 'smp', 'error', 'mulu', 'isinya', 'negatif', 'gak', 'tindak', 'giliran', 'bayar', 'pajak', 'uber', 'uber', 'hello', 'respon', 'masyarakat', 'kah', 'sibuk', 'tidur']",aplikasi pemerintah aplikasi anak smp error mulu isinya negatif gak tindak giliran bayar pajak uber uber hello respon masyarakat kah sibuk tidur,Topik 1 - Error/Aplikasi
"aplikasi sampah . gimana rakyat mau taat pajak kalo pelayanan nya aja gini , koar koar rakyat harus taat pajak ,tapi wadah nya gak becus ,ta1k",playstore,aplikasi sampah  gimana rakyat mau taat pajak kalo pelayanan nya aja gini  koar koar rakyat harus taat pajak tapi wadah nya gak becus tak,"['aplikasi', 'sampah', 'bagaimana', 'rakyat', 'mau', 'taat', 'pajak', 'kalau', 'pelayanan', 'ya', 'saja', 'begini', 'koar', 'koar', 'rakyat', 'harus', 'taat', 'pajak', 'tapi', 'wadah', 'ya', 'tidak', 'becus', 'ta1k']",-94,negative,"['aplikasi', 'sampah', 'gimana', 'rakyat', 'taat', 'pajak', 'kalo', 'pelayanan', 'nya', 'aja', 'gini', 'koar', 'koar', 'rakyat', 'taat', 'pajak', 'wadah', 'nya', 'gak', 'becus']",aplikasi sampah gimana rakyat taat pajak kalo pelayanan nya aja gini koar koar rakyat taat pajak wadah nya gak becus,Topik 1 - Error/Aplikasi
"Belom punya NPWP trus di daftar di alihkan ke web trus gunanya yang mobile buat apa kalau daftar masih harus di web, dan webnya lemot banget juga",playstore,belom punya npwp trus di daftar di alihkan ke web trus gunanya yang mobile buat apa kalau daftar masih harus di web dan webnya lemot banget juga,"['belum', 'punya', 'npwp', 'terus', 'di', 'daftar', 'di', 'alihkan', 'ke', 'web', 'terus', 'gunanya', 'yang', 'mobile', 'buat', 'apa', 'kalau', 'daftar', 'masih', 'harus', 'di', 'web', 'dan', 'webnya', 'lemot', 'banget', 'juga']",-93,negative,"['belom', 'npwp', 'trus', 'daftar', 'alihkan', 'web', 'trus', 'gunanya', 'mobile', 'daftar', 'web', 'webnya', 'lemot', 'banget']",belom npwp trus daftar alihkan web trus gunanya mobile daftar web webnya lemot banget,Topik 1 - Error/Aplikasi
Sampah lambad,playstore,sampah lambad,"['sampah', 'lambad']",-9,negative,"['sampah', 'lambad']",sampah lambad,Topik 1 - Error/Aplikasi
Aplikasi kok lemot banget,playstore,aplikasi kok lemot banget,"['aplikasi', 'kok', 'lemot', 'banget']",-32,negative,"['aplikasi', 'lemot', 'banget']",aplikasi lemot banget,Topik 1 - Error/Aplikasi
Mohon maaf untuk pendaftaran sangat ribet dan bermasalah. Jika tidak di perbaiki saya akan berikan rating yg buruk. Buat perpajakan jangan ribet,playstore,mohon maaf untuk pendaftaran sangat ribet dan bermasalah jika tidak di perbaiki saya akan berikan rating yg buruk buat perpajakan jangan ribet,"['mohon', 'maaf', 'untuk', 'pendaftaran', 'sangat', 'ribet', 'dan', 'bermasalah', 'jika', 'tidak', 'di', 'perbaiki', 'saya', 'akan', 'berikan', 'rating', 'yang', 'buruk', 'buat', 'perpajakan', 'jangan', 'ribet']",-76,negative,"['mohon', 'maaf', 'pendaftaran', 'ribet', 'bermasalah', 'perbaiki', 'rating', 'buruk', 'perpajakan', 'ribet']",mohon maaf pendaftaran ribet bermasalah perbaiki rating buruk perpajakan ribet,Topik 1 - Error/Aplikasi
Gk jelas banyak bug,playstore,gk jelas banyak bug,"['tidak', 'jelas', 'banyak', 'bug']",-30,negative,['bug'],bug,Topik 1 - Error/Aplikasi
"Halo apa ada orang? aplikasinya ga bisa dibuka, error terus? siapa yang buat? servernya aman kah?",playstore,halo apa ada orang aplikasinya ga bisa dibuka error terus siapa yang buat servernya aman kah,"['halo', 'apa', 'ada', 'orang', 'aplikasinya', 'tidak', 'bisa', 'dibuka', 'error', 'terus', 'siapa', 'yang', 'buat', 'servernya', 'aman', 'kah']",-83,negative,"['halo', 'orang', 'aplikasinya', 'dibuka', 'error', 'servernya', 'aman', 'kah']",halo orang aplikasinya dibuka error servernya aman kah,Topik 1 - Error/Aplikasi
