content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
DISINI ADA YG BELOM BISA KLIK BAYAR&LAPOR SPT PPN?,instagram,disini ada yg belom bisa klik bayarlapor spt ppn,"['disini', 'ada', 'yang', 'belum', 'bisa', 'klik', 'bayarlapor', 'seperti', 'ppn']",-27,negative,"['belom', 'klik', 'bayarlapor', 'spt', 'ppn']",belom klik bayarlapor spt ppn,Topik 3 - Lapor Pajak/SPT
"Gimanaaaaa iniiiii sampe skrng gua mau lapor spt masa ppn januari ga bisa"" gara"" erooooorrrr teroooosssss, stres gua sama coretax",instagram,gimanaaaaa iniiiii sampe skrng gua mau lapor spt masa ppn januari ga bisa gara erooooorrrr teroooosssss stres gua sama coretax,"['gimanaaaaa', 'ini', 'sampai', 'sekarang', 'gua', 'mau', 'lapor', 'seperti', 'masa', 'ppn', 'januari', 'tidak', 'bisa', 'gara', 'erooooorrrr', 'teroooosssss', 'stres', 'gua', 'sama', 'coretax']",-47,negative,"['gimanaaaaa', 'iniiiii', 'sampe', 'skrng', 'gua', 'lapor', 'spt', 'ppn', 'januari', 'gara', 'erooooorrrr', 'teroooosssss', 'stres', 'gua', 'coretax']",gimanaaaaa iniiiii sampe skrng gua lapor spt ppn januari gara erooooorrrr teroooosssss stres gua coretax,Topik 3 - Lapor Pajak/SPT
Ada yg tau ga solusinya sudah bayar Ppn tapi statusnya msih menunggu pembayaran?,instagram,ada yg tau ga solusinya sudah bayar ppn tapi statusnya msih menunggu pembayaran,"['ada', 'yang', 'tau', 'tidak', 'solusinya', 'sudah', 'bayar', 'ppn', 'tapi', 'statusnya', 'masih', 'menunggu', 'pembayaran']",-51,negative,"['tau', 'solusinya', 'bayar', 'ppn', 'statusnya', 'msih', 'menunggu', 'pembayaran']",tau solusinya bayar ppn statusnya msih menunggu pembayaran,Topik 3 - Lapor Pajak/SPT
Min tolong donk server nya ditingkatin jgn bikin darting aslam kumat mulu...mau klik lapor aja eror mulu...,instagram,min tolong donk server nya ditingkatin jgn bikin darting aslam kumat mulumau klik lapor aja eror mulu,"['min', 'tolong', 'dong', 'server', 'ya', 'ditingkatin', 'jangan', 'bikin', 'darting', 'aslam', 'kumat', 'mulumau', 'klik', 'lapor', 'saja', 'eror', 'mulu']",-39,negative,"['min', 'tolong', 'donk', 'server', 'nya', 'ditingkatin', 'jgn', 'bikin', 'darting', 'aslam', 'kumat', 'mulumau', 'klik', 'lapor', 'aja', 'eror', 'mulu']",min tolong donk server nya ditingkatin jgn bikin darting aslam kumat mulumau klik lapor aja eror mulu,Topik 3 - Lapor Pajak/SPT
"coretax ini ambigu sekali , faktur pajak udah upload keluar pdf trus diekspor, direfres lagi faktur keluaran eh balik pdf hilang,balik kestelan awal. giliran udah upload faktur pajak, ada notif faktur di sign, giliran refersh gak ada, dicek lagi ada fakturnya . kenapa kalo dijam kerja susah sekali fk diupload jadi PDF, tolong lah min @ditjenpajakri kalo benerin web coretax itu jangan di jam kerja",instagram,coretax ini ambigu sekali  faktur pajak udah upload keluar pdf trus diekspor direfres lagi faktur keluaran eh balik pdf hilangbalik kestelan awal giliran udah upload faktur pajak ada notif faktur di sign giliran refersh gak ada dicek lagi ada fakturnya  kenapa kalo dijam kerja susah sekali fk diupload jadi pdf tolong lah min ditjenpajakri kalo benerin web coretax itu jangan di jam kerja,"['coretax', 'ini', 'ambigu', 'sekali', 'faktur', 'pajak', 'sudah', 'upload', 'keluar', 'pdf', 'terus', 'diekspor', 'direfres', 'lagi', 'faktur', 'keluaran', 'eh', 'balik', 'pdf', 'hilangbalik', 'kestelan', 'awal', 'giliran', 'sudah', 'upload', 'faktur', 'pajak', 'ada', 'notif', 'faktur', 'di', 'sign', 'giliran', 'refersh', 'tidak', 'ada', 'dicek', 'lagi', 'ada', 'fakturnya', 'kenapa', 'kalau', 'dijam', 'kerja', 'susah', 'sekali', 'fk', 'diupload', 'jadi', 'pdf', 'tolong', 'lah', 'min', 'ditjenpajakri', 'kalau', 'benerin', 'web', 'coretax', 'itu', 'jangan', 'di', 'jam', 'kerja']",-120,negative,"['coretax', 'ambigu', 'faktur', 'pajak', 'udah', 'upload', 'pdf', 'trus', 'diekspor', 'direfres', 'faktur', 'keluaran', 'pdf', 'hilangbalik', 'kestelan', 'giliran', 'udah', 'upload', 'faktur', 'pajak', 'notif', 'faktur', 'sign', 'giliran', 'refersh', 'gak', 'dicek', 'fakturnya', 'kalo', 'dijam', 'kerja', 'susah', 'diupload', 'pdf', 'tolong', 'min', 'ditjenpajakri', 'kalo', 'benerin', 'web', 'coretax', 'jam', 'kerja']",coretax ambigu faktur pajak udah upload pdf trus diekspor direfres faktur keluaran pdf hilangbalik kestelan giliran udah upload faktur pajak notif faktur sign giliran refersh gak dicek fakturnya kalo dijam kerja susah diupload pdf tolong min ditjenpajakri kalo benerin web coretax jam kerja,Topik 3 - Lapor Pajak/SPT
"Izin brtny, apakah benar waktu penerbitan STP dilakukan ""terserah AR"" selama blm 5 thn. Contoh ada denda PPN di bln 4,5,6 thn 2021. Namun baru dikeluarkan dithn ini hny 4 dan 6, nanti baru muncul lg yg bln 5 nya? Krna jwaban dr kpp sprti itu. Mohon infonya @ditjenpajakri krna akhir2 sy dibombardir STP. Sdh sy bayar 1x, ada lg muncul, baru mau bayar ada lg wa STP. Mohon jawabannya biar tdk blunder krna sy pny itikad baik untuk bayar selama jika itu sesuai prosedur @ditjenpajakri",instagram,izin brtny apakah benar waktu penerbitan stp dilakukan terserah ar selama blm  thn contoh ada denda ppn di bln  thn  namun baru dikeluarkan dithn ini hny  dan  nanti baru muncul lg yg bln  nya krna jwaban dr kpp sprti itu mohon infonya ditjenpajakri krna akhir sy dibombardir stp sdh sy bayar x ada lg muncul baru mau bayar ada lg wa stp mohon jawabannya biar tdk blunder krna sy pny itikad baik untuk bayar selama jika itu sesuai prosedur ditjenpajakri,"['izin', 'brtny', 'apakah', 'benar', 'waktu', 'penerbitan', 'setiap', 'dilakukan', 'terserah', 'ar', 'selama', 'belum', '5', 'tahun', 'contoh', 'ada', 'denda', 'ppn', 'di', 'bulan', '456', 'tahun', '2021', 'namun', 'baru', 'dikeluarkan', 'dithn', 'ini', 'hanya', '4', 'dan', '6', 'nanti', 'baru', 'muncul', 'lagi', 'yang', 'bulan', '5', 'ya', 'karena', 'jwaban', 'dari', 'kpp', 'seperti', 'itu', 'mohon', 'infonya', 'ditjenpajakri', 'karena', 'akhir2', 'saya', 'dibombardir', 'setiap', 'sudah', 'saya', 'bayar', '1x', 'ada', 'lagi', 'muncul', 'baru', 'mau', 'bayar', 'ada', 'lagi', 'wa', 'setiap', 'mohon', 'jawabannya', 'biar', 'tidak', 'blunder', 'karena', 'saya', 'punya', 'itikad', 'baik', 'untuk', 'bayar', 'selama', 'jika', 'itu', 'sesuai', 'prosedur', 'ditjenpajakri']",-145,negative,"['izin', 'brtny', 'penerbitan', 'stp', 'terserah', 'blm', 'thn', 'contoh', 'denda', 'ppn', 'bln', 'thn', 'dikeluarkan', 'dithn', 'hny', 'muncul', 'bln', 'nya', 'krna', 'jwaban', 'kpp', 'sprti', 'mohon', 'infonya', 'ditjenpajakri', 'krna', 'dibombardir', 'stp', 'sdh', 'bayar', 'muncul', 'bayar', 'stp', 'mohon', 'jawabannya', 'biar', 'tdk', 'blunder', 'krna', 'pny', 'itikad', 'bayar', 'sesuai', 'prosedur', 'ditjenpajakri']",izin brtny penerbitan stp terserah blm thn contoh denda ppn bln thn dikeluarkan dithn hny muncul bln nya krna jwaban kpp sprti mohon infonya ditjenpajakri krna dibombardir stp sdh bayar muncul bayar stp mohon jawabannya biar tdk blunder krna pny itikad bayar sesuai prosedur ditjenpajakri,Topik 3 - Lapor Pajak/SPT
Mau tanya donk.. Ad yg tau nggak sewa meubelair itu kena ppn atau nggak.. Saya ada tagihan pada salah 1 intansi pemerintahan yg hanya memotong pphnya saya.. Ketika saya konfirmasi katanya jasa nggak kena ppn...tp setau saya kalo bersifat badan.. Masih kena ppn kan?,instagram,mau tanya donk ad yg tau nggak sewa meubelair itu kena ppn atau nggak saya ada tagihan pada salah  intansi pemerintahan yg hanya memotong pphnya saya ketika saya konfirmasi katanya jasa nggak kena ppntp setau saya kalo bersifat badan masih kena ppn kan,"['mau', 'tanya', 'dong', 'ada', 'yang', 'tau', 'tidak', 'sewa', 'meubelair', 'itu', 'kena', 'ppn', 'atau', 'tidak', 'saya', 'ada', 'tagihan', 'pada', 'salah', '1', 'intansi', 'pemerintahan', 'yang', 'hanya', 'memotong', 'pphnya', 'saya', 'ketika', 'saya', 'konfirmasi', 'katanya', 'jasa', 'tidak', 'kena', 'ppntp', 'setau', 'saya', 'kalau', 'bersifat', 'badan', 'masih', 'kena', 'ppn', 'kan']",-102,negative,"['donk', 'tau', 'nggak', 'sewa', 'meubelair', 'kena', 'ppn', 'nggak', 'tagihan', 'salah', 'intansi', 'pemerintahan', 'memotong', 'pphnya', 'konfirmasi', 'jasa', 'nggak', 'kena', 'ppntp', 'setau', 'kalo', 'bersifat', 'badan', 'kena', 'ppn']",donk tau nggak sewa meubelair kena ppn nggak tagihan salah intansi pemerintahan memotong pphnya konfirmasi jasa nggak kena ppntp setau kalo bersifat badan kena ppn,Topik 3 - Lapor Pajak/SPT
"menangis aku min sama coretaxmu ini  aku mau buat role akses pegawai aja susahnya bukan main  pengurus atas entity lain aja sampe masih blm bisa dapat sertel karena wajah selfienya beliau ga valid menurut coretax  mau smpe kapan min kaya gini terus  kita ga ada masalah min buka dua aplikasi antara djp sama efaktur, daripada 1 sistem kaya gini buat stuck kerjaan, kami sudah diteriakin team lain loh min gara gara 6 hari ini blm buat faktur pajak januari  ga kasian apa min sama team pajak perusahaan 6 hari tidur ga teratur, weekend harus buka”in sistem berharap bisa berhasil step by stepnya",instagram,menangis aku min sama coretaxmu ini  aku mau buat role akses pegawai aja susahnya bukan main  pengurus atas entity lain aja sampe masih blm bisa dapat sertel karena wajah selfienya beliau ga valid menurut coretax  mau smpe kapan min kaya gini terus  kita ga ada masalah min buka dua aplikasi antara djp sama efaktur daripada  sistem kaya gini buat stuck kerjaan kami sudah diteriakin team lain loh min gara gara  hari ini blm buat faktur pajak januari  ga kasian apa min sama team pajak perusahaan  hari tidur ga teratur weekend harus bukain sistem berharap bisa berhasil step by stepnya,"['menangis', 'aku', 'min', 'sama', 'coretaxmu', 'ini', 'aku', 'mau', 'buat', 'role', 'akses', 'pegawai', 'saja', 'susahnya', 'bukan', 'main', 'pengurus', 'atas', 'entity', 'lain', 'saja', 'sampai', 'masih', 'belum', 'bisa', 'dapat', 'sertel', 'karena', 'wajah', 'selfienya', 'beliau', 'tidak', 'valid', 'menurut', 'coretax', 'mau', 'sampai', 'kapan', 'min', 'kayak', 'begini', 'terus', 'kita', 'tidak', 'ada', 'masalah', 'min', 'buka', 'dua', 'aplikasi', 'antara', 'djp', 'sama', 'efaktur', 'daripada', '1', 'sistem', 'kayak', 'begini', 'buat', 'stuck', 'pekerjaan', 'kami', 'sudah', 'diteriakin', 'team', 'lain', 'loh', 'min', 'gara', 'gara', '6', 'hari', 'ini', 'belum', 'buat', 'faktur', 'pajak', 'januari', 'tidak', 'kasihan', 'apa', 'min', 'sama', 'team', 'pajak', 'perusahaan', '6', 'hari', 'tidur', 'tidak', 'teratur', 'weekend', 'harus', 'bukain', 'sistem', 'berharap', 'bisa', 'berhasil', 'step', 'by', 'stepnya']",-267,negative,"['menangis', 'min', 'coretaxmu', 'role', 'akses', 'pegawai', 'aja', 'susahnya', 'main', 'pengurus', 'entity', 'aja', 'sampe', 'blm', 'sertel', 'wajah', 'selfienya', 'beliau', 'valid', 'coretax', 'smpe', 'min', 'kaya', 'gini', 'min', 'buka', 'aplikasi', 'djp', 'efaktur', 'sistem', 'kaya', 'gini', 'stuck', 'kerjaan', 'diteriakin', 'team', 'loh', 'min', 'gara', 'gara', 'blm', 'faktur', 'pajak', 'januari', 'kasian', 'min', 'team', 'pajak', 'perusahaan', 'tidur', 'teratur', 'weekend', 'bukain', 'sistem', 'berharap', 'berhasil', 'step', 'stepnya']",menangis min coretaxmu role akses pegawai aja susahnya main pengurus entity aja sampe blm sertel wajah selfienya beliau valid coretax smpe min kaya gini min buka aplikasi djp efaktur sistem kaya gini stuck kerjaan diteriakin team loh min gara gara blm faktur pajak januari kasian min team pajak perusahaan tidur teratur weekend bukain sistem berharap berhasil step stepnya,Topik 3 - Lapor Pajak/SPT
"Buat faktur ga bisa. Digital sertifikat jg gak keluar"".",instagram,buat faktur ga bisa digital sertifikat jg gak keluar,"['buat', 'faktur', 'tidak', 'bisa', 'digital', 'sertifikat', 'juga', 'tidak', 'keluar']",-20,negative,"['faktur', 'digital', 'sertifikat', 'gak']",faktur digital sertifikat gak,Topik 3 - Lapor Pajak/SPT
"Sdh upload faktur, tp gak ada pdf nya, gimana min?",instagram,sdh upload faktur tp gak ada pdf nya gimana min,"['sudah', 'upload', 'faktur', 'tapi', 'tidak', 'ada', 'pdf', 'ya', 'bagaimana', 'min']",-39,negative,"['sdh', 'upload', 'faktur', 'gak', 'pdf', 'nya', 'gimana', 'min']",sdh upload faktur gak pdf nya gimana min,Topik 3 - Lapor Pajak/SPT
"Lelah, capek, sakit kepala, emosi mikirin nya. faktur Januari 1 pun belum SDH h+7 stuck aja gitu2 terus. Kerjaan orang bukan cuma nungguin coretax doang dari pagi Ampe malem. Tlglh kasihanin karyawan pajak disetiap perusahaan kerjaan nya bukan duduk nungguin coretax doang. Msh byk kerjaan Laen yg harus diurus. Balikin aja dulu sistem efaktur yang dlu gpp kami buka 2 aplikasi. Maintenance lh dl apk coretax ny Ampe benar2 siap. Ribett bangett dahhhhh",instagram,lelah capek sakit kepala emosi mikirin nya faktur januari  pun belum sdh h stuck aja gitu terus kerjaan orang bukan cuma nungguin coretax doang dari pagi ampe malem tlglh kasihanin karyawan pajak disetiap perusahaan kerjaan nya bukan duduk nungguin coretax doang msh byk kerjaan laen yg harus diurus balikin aja dulu sistem efaktur yang dlu gpp kami buka  aplikasi maintenance lh dl apk coretax ny ampe benar siap ribett bangett dahhhhh,"['lelah', 'capek', 'sakit', 'kepala', 'emosi', 'memikirkan', 'ya', 'faktur', 'januari', '1', 'pun', 'belum', 'sudah', 'h7', 'stuck', 'saja', 'begitu-gitu', 'terus', 'pekerjaan', 'orang', 'bukan', 'cuma', 'menunggu', 'coretax', 'doang', 'dari', 'pagi', 'sampai', 'malam', 'tlglh', 'kasihanin', 'karyawan', 'pajak', 'disetiap', 'perusahaan', 'pekerjaan', 'ya', 'bukan', 'duduk', 'menunggu', 'coretax', 'doang', 'masih', 'banyak', 'pekerjaan', 'lain', 'yang', 'harus', 'diurus', 'balikin', 'saja', 'dulu', 'sistem', 'efaktur', 'yang', 'dulu', 'tidak apa-apa', 'kami', 'buka', '2', 'aplikasi', 'maintenance', 'boleh', 'dulu', 'apk', 'coretax', 'nya', 'sampai', 'benar-benar', 'siap', 'ribett', 'banget', 'dahhhhh']",-174,negative,"['lelah', 'capek', 'sakit', 'kepala', 'emosi', 'mikirin', 'nya', 'faktur', 'januari', 'sdh', 'stuck', 'aja', 'gitu', 'kerjaan', 'orang', 'nungguin', 'coretax', 'doang', 'pagi', 'ampe', 'malem', 'tlglh', 'kasihanin', 'karyawan', 'pajak', 'disetiap', 'perusahaan', 'kerjaan', 'nya', 'duduk', 'nungguin', 'coretax', 'doang', 'msh', 'byk', 'kerjaan', 'laen', 'diurus', 'balikin', 'aja', 'sistem', 'efaktur', 'dlu', 'gpp', 'buka', 'aplikasi', 'maintenance', 'apk', 'coretax', 'ampe', 'ribett', 'bangett', 'dahhhhh']",lelah capek sakit kepala emosi mikirin nya faktur januari sdh stuck aja gitu kerjaan orang nungguin coretax doang pagi ampe malem tlglh kasihanin karyawan pajak disetiap perusahaan kerjaan nya duduk nungguin coretax doang msh byk kerjaan laen diurus balikin aja sistem efaktur dlu gpp buka aplikasi maintenance apk coretax ampe ribett bangett dahhhhh,Topik 3 - Lapor Pajak/SPT
Upload faktur susah bgtttt,instagram,upload faktur susah bgtttt,"['upload', 'faktur', 'susah', 'banget']",-18,negative,"['upload', 'faktur', 'susah', 'bgtttt']",upload faktur susah bgtttt,Topik 3 - Lapor Pajak/SPT
"Baru belum siap, dadakan buat sistem kurang analisa ... ayo cepat dibuat skema 21 yang benar yang sinkron dan lengkap... bukan hanya mikir TER saja .. karyawan resign pun ada di masa Jan. Aturan dan skema pph 21 harian diperjelas. Jumlah PKP ditinjau kembali di skema nya ingat ada tulisan menyatakan dihitung pembulatan ke bawah dalam ribuan penuh ...",instagram,baru belum siap dadakan buat sistem kurang analisa  ayo cepat dibuat skema  yang benar yang sinkron dan lengkap bukan hanya mikir ter saja  karyawan resign pun ada di masa jan aturan dan skema pph  harian diperjelas jumlah pkp ditinjau kembali di skema nya ingat ada tulisan menyatakan dihitung pembulatan ke bawah dalam ribuan penuh,"['baru', 'belum', 'siap', 'dadakan', 'buat', 'sistem', 'kurang', 'analisa', 'ayo', 'cepat', 'dibuat', 'skema', '21', 'yang', 'benar', 'yang', 'sinkron', 'dan', 'lengkap', 'bukan', 'hanya', 'mikir', 'ter', 'saja', 'karyawan', 'resign', 'pun', 'ada', 'di', 'masa', 'jangan', 'aturan', 'dan', 'skema', 'pph', '21', 'harian', 'diperjelas', 'jumlah', 'pkp', 'ditinjau', 'kembali', 'di', 'skema', 'ya', 'ingat', 'ada', 'tulisan', 'menyatakan', 'dihitung', 'pembulatan', 'ke', 'bawah', 'dalam', 'ribuan', 'penuh']",-88,negative,"['dadakan', 'sistem', 'analisa', 'ayo', 'cepat', 'skema', 'sinkron', 'lengkap', 'mikir', 'ter', 'karyawan', 'resign', 'jan', 'aturan', 'skema', 'pph', 'harian', 'diperjelas', 'pkp', 'ditinjau', 'skema', 'nya', 'tulisan', 'dihitung', 'pembulatan', 'ribuan', 'penuh']",dadakan sistem analisa ayo cepat skema sinkron lengkap mikir ter karyawan resign jan aturan skema pph harian diperjelas pkp ditinjau skema nya tulisan dihitung pembulatan ribuan penuh,Topik 3 - Lapor Pajak/SPT
potongan pph 21 gilaa bikin kagett gede banget … ampunnn .. negara gak maju .. pejabat nyaa yg,instagram,potongan pph  gilaa bikin kagett gede banget  ampunnn  negara gak maju  pejabat nyaa yg,"['potongan', 'pph', '21', 'gila', 'bikin', 'kagett', 'gede', 'banget', 'ampunnn', 'negara', 'tidak', 'maju', 'pejabat', 'nya', 'yang']",-44,negative,"['potongan', 'pph', 'gilaa', 'bikin', 'kagett', 'gede', 'banget', 'ampunnn', 'negara', 'gak', 'maju', 'pejabat', 'nyaa']",potongan pph gilaa bikin kagett gede banget ampunnn negara gak maju pejabat nyaa,Topik 3 - Lapor Pajak/SPT
"Tahun baru niat pengen merasakan naik gaji, malah turun karena pajak pph21 nambah, kebutuhan nambah, pajak nambah, penghasilan berkurang",instagram,tahun baru niat pengen merasakan naik gaji malah turun karena pajak pph nambah kebutuhan nambah pajak nambah penghasilan berkurang,"['tahun', 'baru', 'niat', 'pengin', 'merasakan', 'naik', 'gaji', 'malah', 'turun', 'karena', 'pajak', 'pph21', 'menambah', 'kebutuhan', 'menambah', 'pajak', 'menambah', 'penghasilan', 'berkurang']",-22,negative,"['niat', 'pengen', 'merasakan', 'gaji', 'turun', 'pajak', 'pph', 'nambah', 'kebutuhan', 'nambah', 'pajak', 'nambah', 'penghasilan', 'berkurang']",niat pengen merasakan gaji turun pajak pph nambah kebutuhan nambah pajak nambah penghasilan berkurang,Topik 3 - Lapor Pajak/SPT
"DJP ini macam ""diare"". Released saja semua perkara WP ga tau , it's not ur business. Seharusnya sosialisasi dulu baru released ( spt e-Faktur ). Mana awal tahun pula .... seharusnya SDM DJP diberdayakan itu..",instagram,djp ini macam diare released saja semua perkara wp ga tau  its not ur business seharusnya sosialisasi dulu baru released  spt efaktur  mana awal tahun pula  seharusnya sdm djp diberdayakan itu,"['djp', 'ini', 'macam', 'diare', 'released', 'saja', 'semua', 'perkara', 'wp', 'tidak', 'tau', 'its', 'not', 'ur', 'business', 'seharusnya', 'sosialisasi', 'dulu', 'baru', 'released', 'seperti', 'efaktur', 'mana', 'awal', 'tahun', 'pula', 'seharusnya', 'sdm', 'djp', 'diberdayakan', 'itu']",-41,negative,"['djp', 'diare', 'released', 'perkara', 'tau', 'its', 'not', 'business', 'sosialisasi', 'released', 'spt', 'efaktur', 'sdm', 'djp', 'diberdayakan']",djp diare released perkara tau its not business sosialisasi released spt efaktur sdm djp diberdayakan,Topik 3 - Lapor Pajak/SPT
#tolakppn12persen inget diakhirat ada hisab lho pak,instagram,tolakppnpersen inget diakhirat ada hisab lho pak,"['tolakppn12persen', 'ingat', 'diakhirat', 'ada', 'hisab', 'lho', 'pak']",-6,negative,"['tolakppnpersen', 'inget', 'diakhirat', 'hisab', 'lho']",tolakppnpersen inget diakhirat hisab lho,Topik 3 - Lapor Pajak/SPT
"Gpp naik ppn asalkan para pejabat @ditjenpajakri dan @dpr_ri digaji 2juta aja mau gak ? Biar ngrasain gimn susahnya itu uang 2juta buat diputerin buat beli apa"" kena pajak . Kalo tteap menggulirkan pajak naik brrti kalian semua memakan uang haram dari rakyat",instagram,gpp naik ppn asalkan para pejabat ditjenpajakri dan dprri digaji juta aja mau gak  biar ngrasain gimn susahnya itu uang juta buat diputerin buat beli apa kena pajak  kalo tteap menggulirkan pajak naik brrti kalian semua memakan uang haram dari rakyat,"['tidak apa-apa', 'naik', 'ppn', 'asalkan', 'para', 'pejabat', 'ditjenpajakri', 'dan', 'dprri', 'digaji', '2juta', 'saja', 'mau', 'tidak', 'biar', 'merasai', 'bagaimana', 'susahnya', 'itu', 'uang', '2juta', 'buat', 'diputerin', 'buat', 'beli', 'apa', 'kena', 'pajak', 'kalau', 'tteap', 'menggulirkan', 'pajak', 'naik', 'berarti', 'kalian', 'semua', 'memakan', 'uang', 'haram', 'dari', 'rakyat']",-54,negative,"['gpp', 'ppn', 'pejabat', 'ditjenpajakri', 'dprri', 'digaji', 'juta', 'aja', 'gak', 'biar', 'ngrasain', 'gimn', 'susahnya', 'uang', 'juta', 'diputerin', 'beli', 'kena', 'pajak', 'kalo', 'tteap', 'menggulirkan', 'pajak', 'brrti', 'memakan', 'uang', 'haram', 'rakyat']",gpp ppn pejabat ditjenpajakri dprri digaji juta aja gak biar ngrasain gimn susahnya uang juta diputerin beli kena pajak kalo tteap menggulirkan pajak brrti memakan uang haram rakyat,Topik 3 - Lapor Pajak/SPT
Tolak PPN 12%,instagram,tolak ppn,"['tolak', 'ppn', '12']",-4,negative,"['tolak', 'ppn']",tolak ppn,Topik 3 - Lapor Pajak/SPT
Padahal kalo prosentase pajak terhadap 100 orang terkaya di indonesia dinaikkan 1% lagi aja dan serius pengejaran pembayarannya bakal menghasilkan lebih daripada naikin ppn jadi 12% terhadap barang2 yang digunakan masyarakat kelas menengah dan bawah. Tapi penagihan yang galak lebih gampang ke kelas menengah dan bawah ketimbang mereka yang tajir melintir. Ya ngga sih? Wkwk,instagram,padahal kalo prosentase pajak terhadap  orang terkaya di indonesia dinaikkan  lagi aja dan serius pengejaran pembayarannya bakal menghasilkan lebih daripada naikin ppn jadi  terhadap barang yang digunakan masyarakat kelas menengah dan bawah tapi penagihan yang galak lebih gampang ke kelas menengah dan bawah ketimbang mereka yang tajir melintir ya ngga sih wkwk,"['padahal', 'kalau', 'prosentase', 'pajak', 'terhadap', '100', 'orang', 'terkaya', 'di', 'indonesia', 'dinaikkan', '1', 'lagi', 'saja', 'dan', 'serius', 'pengejaran', 'pembayarannya', 'bakal', 'menghasilkan', 'lebih', 'daripada', 'naikin', 'ppn', 'jadi', '12', 'terhadap', 'barang-barang', 'yang', 'digunakan', 'masyarakat', 'kelas', 'menengah', 'dan', 'bawah', 'tapi', 'penagihan', 'yang', 'galak', 'lebih', 'gampang', 'ke', 'kelas', 'menengah', 'dan', 'bawah', 'ketimbang', 'mereka', 'yang', 'tajir', 'melintir', 'ya', 'tidak', 'sih', 'wkwk']",-90,negative,"['kalo', 'prosentase', 'pajak', 'orang', 'terkaya', 'indonesia', 'dinaikkan', 'aja', 'serius', 'pengejaran', 'pembayarannya', 'menghasilkan', 'naikin', 'ppn', 'barang', 'masyarakat', 'kelas', 'menengah', 'penagihan', 'galak', 'gampang', 'kelas', 'menengah', 'ketimbang', 'tajir', 'melintir', 'ngga', 'sih', 'wkwk']",kalo prosentase pajak orang terkaya indonesia dinaikkan aja serius pengejaran pembayarannya menghasilkan naikin ppn barang masyarakat kelas menengah penagihan galak gampang kelas menengah ketimbang tajir melintir ngga sih wkwk,Topik 3 - Lapor Pajak/SPT
