content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
Gabisa daftar,playstore,gabisa daftar,"['tidak bisa', 'daftar']",-12,negative,"['gabisa', 'daftar']",gabisa daftar,Topik 2 - Login/NPWP/Daftar
Servernya offline gak ngirim code verifikasi,playstore,servernya offline gak ngirim code verifikasi,"['servernya', 'offline', 'tidak', 'mengirim', 'code', 'verifikasi']",-18,negative,"['servernya', 'offline', 'gak', 'ngirim', 'code', 'verifikasi']",servernya offline gak ngirim code verifikasi,Topik 2 - Login/NPWP/Daftar
aplikasi gak berguna anggaran besar tapi hasil nol mau login email malah ganti sendiri ke email lama padahal udah update verifikasi lewat no hp tri gak masuk2 smsnya parahh,playstore,aplikasi gak berguna anggaran besar tapi hasil nol mau login email malah ganti sendiri ke email lama padahal udah update verifikasi lewat no hp tri gak masuk smsnya parahh,"['aplikasi', 'tidak', 'berguna', 'anggaran', 'besar', 'tapi', 'hasil', 'nol', 'mau', 'login', 'email', 'malah', 'ganti', 'sendiri', 'ke', 'email', 'lama', 'padahal', 'sudah', 'update', 'verifikasi', 'lewat', 'no', 'hp', 'tri', 'tidak', 'masuk2', 'smsnya', 'parah']",-63,negative,"['aplikasi', 'gak', 'berguna', 'anggaran', 'hasil', 'nol', 'login', 'email', 'ganti', 'email', 'udah', 'update', 'verifikasi', 'tri', 'gak', 'masuk', 'smsnya', 'parahh']",aplikasi gak berguna anggaran hasil nol login email ganti email udah update verifikasi tri gak masuk smsnya parahh,Topik 2 - Login/NPWP/Daftar
Lupa password juga bingung harus gimana? Gak ada menu lupa password. Di website juga bingung. Harus ada kode EFIN. Kenapa org yg mau bayar pajak aja sulit ya 😂😂 wakanda emang bgini,playstore,lupa password juga bingung harus gimana gak ada menu lupa password di website juga bingung harus ada kode efin kenapa org yg mau bayar pajak aja sulit ya  wakanda emang bgini,"['lupa', 'password', 'juga', 'bingung', 'harus', 'bagaimana', 'tidak', 'ada', 'menu', 'lupa', 'password', 'di', 'website', 'juga', 'bingung', 'harus', 'ada', 'kode', 'efin', 'kenapa', 'orang', 'yang', 'mau', 'bayar', 'pajak', 'saja', 'sulit', 'ya', 'wakanda', 'memang', 'begini']",-123,negative,"['lupa', 'password', 'bingung', 'gimana', 'gak', 'menu', 'lupa', 'password', 'website', 'bingung', 'kode', 'efin', 'org', 'bayar', 'pajak', 'aja', 'sulit', 'wakanda', 'emang', 'bgini']",lupa password bingung gimana gak menu lupa password website bingung kode efin org bayar pajak aja sulit wakanda emang bgini,Topik 2 - Login/NPWP/Daftar
Lupa efin Ndak bisa lewat sini Susah amat,playstore,lupa efin ndak bisa lewat sini susah amat,"['lupa', 'efin', 'indak', 'bisa', 'lewat', 'sini', 'susah', 'amat']",-28,negative,"['lupa', 'efin', 'ndak', 'susah']",lupa efin ndak susah,Topik 2 - Login/NPWP/Daftar
Aplikasi gak guna... gak bisa membatu apa-apa.... menu daftarnya aja gak ada....,playstore,aplikasi gak guna gak bisa membatu apaapa menu daftarnya aja gak ada,"['aplikasi', 'tidak', 'guna', 'tidak', 'bisa', 'membatu', 'apaapa', 'menu', 'daftarnya', 'saja', 'tidak', 'ada']",-62,negative,"['aplikasi', 'gak', 'gak', 'membatu', 'apaapa', 'menu', 'daftarnya', 'aja', 'gak']",aplikasi gak gak membatu apaapa menu daftarnya aja gak,Topik 2 - Login/NPWP/Daftar
"Nomer NPWP nya masig 15 digit, padahal di npwp skarang udah 16 digit. Jadi ga bisa bikin efin",playstore,nomer npwp nya masig  digit padahal di npwp skarang udah  digit jadi ga bisa bikin efin,"['nomer', 'npwp', 'ya', 'masig', '15', 'digit', 'padahal', 'di', 'npwp', 'sekarang', 'sudah', '16', 'digit', 'jadi', 'tidak', 'bisa', 'bikin', 'efin']",-74,negative,"['nomer', 'npwp', 'nya', 'masig', 'digit', 'npwp', 'skarang', 'udah', 'digit', 'bikin', 'efin']",nomer npwp nya masig digit npwp skarang udah digit bikin efin,Topik 2 - Login/NPWP/Daftar
Ga bisa login padahal sudah aktivasi,playstore,ga bisa login padahal sudah aktivasi,"['tidak', 'bisa', 'login', 'padahal', 'sudah', 'aktivasi']",-25,negative,"['login', 'aktivasi']",login aktivasi,Topik 2 - Login/NPWP/Daftar
"Gunanya livechat diweb dan diaplikasi pajangan doangkah? Untuk diakses susah amat live chatnya. Koneksi terputus mulu. Coretax susah diakses lagi, mau daftar malah nik sudah diduplikasi mulu",playstore,gunanya livechat diweb dan diaplikasi pajangan doangkah untuk diakses susah amat live chatnya koneksi terputus mulu coretax susah diakses lagi mau daftar malah nik sudah diduplikasi mulu,"['gunanya', 'livechat', 'diweb', 'dan', 'diaplikasi', 'pajangan', 'doangkah', 'untuk', 'diakses', 'susah', 'amat', 'live', 'chatnya', 'koneksi', 'terputus', 'mulu', 'coretax', 'susah', 'diakses', 'lagi', 'mau', 'daftar', 'malah', 'nik', 'sudah', 'diduplikasi', 'mulu']",-67,negative,"['gunanya', 'livechat', 'diweb', 'diaplikasi', 'pajangan', 'doangkah', 'diakses', 'susah', 'live', 'chatnya', 'koneksi', 'terputus', 'mulu', 'coretax', 'susah', 'diakses', 'daftar', 'nik', 'diduplikasi', 'mulu']",gunanya livechat diweb diaplikasi pajangan doangkah diakses susah live chatnya koneksi terputus mulu coretax susah diakses daftar nik diduplikasi mulu,Topik 2 - Login/NPWP/Daftar
"Mau buat efin online trus dimintain masukan NPWP 15 angka sedangkan NPWP saya ada 16 angka, kurang satu angka gak bisa dimasukin. Kocak",playstore,mau buat efin online trus dimintain masukan npwp  angka sedangkan npwp saya ada  angka kurang satu angka gak bisa dimasukin kocak,"['mau', 'buat', 'efin', 'online', 'terus', 'dimintain', 'masukan', 'npwp', '15', 'angka', 'sedangkan', 'npwp', 'saya', 'ada', '16', 'angka', 'kurang', 'satu', 'angka', 'tidak', 'bisa', 'dimasuki', 'kocak']",-63,negative,"['efin', 'online', 'trus', 'dimintain', 'masukan', 'npwp', 'angka', 'npwp', 'angka', 'angka', 'gak', 'dimasukin', 'kocak']",efin online trus dimintain masukan npwp angka npwp angka angka gak dimasukin kocak,Topik 2 - Login/NPWP/Daftar
Buat daftar NPWP aja susah minta ampun,playstore,buat daftar npwp aja susah minta ampun,"['buat', 'daftar', 'npwp', 'saja', 'susah', 'meminta', 'ampun']",-25,negative,"['daftar', 'npwp', 'aja', 'susah', 'ampun']",daftar npwp aja susah ampun,Topik 2 - Login/NPWP/Daftar
Saya baru aja menggunakan aplikasi ini dan sudah daftar kenapa pas mau login selalu salah unsernamenya padahal jelas saya sudah benar sangat tidak membantu,playstore,saya baru aja menggunakan aplikasi ini dan sudah daftar kenapa pas mau login selalu salah unsernamenya padahal jelas saya sudah benar sangat tidak membantu,"['saya', 'baru', 'saja', 'menggunakan', 'aplikasi', 'ini', 'dan', 'sudah', 'daftar', 'kenapa', 'pas', 'mau', 'login', 'selalu', 'salah', 'unsernamenya', 'padahal', 'jelas', 'saya', 'sudah', 'benar', 'sangat', 'tidak', 'membantu']",-89,negative,"['aja', 'aplikasi', 'daftar', 'pas', 'login', 'salah', 'unsernamenya', 'membantu']",aja aplikasi daftar pas login salah unsernamenya membantu,Topik 2 - Login/NPWP/Daftar
"semakin membingungkan, setiap tahun susah login malah harus ke kantor pajak dilu",playstore,semakin membingungkan setiap tahun susah login malah harus ke kantor pajak dilu,"['semakin', 'membingungkan', 'setiap', 'tahun', 'susah', 'login', 'malah', 'harus', 'ke', 'kantor', 'pajak', 'dilu']",-39,negative,"['membingungkan', 'susah', 'login', 'kantor', 'pajak', 'dilu']",membingungkan susah login kantor pajak dilu,Topik 2 - Login/NPWP/Daftar
"Mau input nomor npwp, sedangkan nomor nya sudah sama dgn nik total 16 angka. Tapi di kolom input nomor npwp hanya bisa input 15 angka saja",playstore,mau input nomor npwp sedangkan nomor nya sudah sama dgn nik total  angka tapi di kolom input nomor npwp hanya bisa input  angka saja,"['mau', 'input', 'nomor', 'npwp', 'sedangkan', 'nomor', 'ya', 'sudah', 'sama', 'dengan', 'nik', 'total', '16', 'angka', 'tapi', 'di', 'kolom', 'input', 'nomor', 'npwp', 'hanya', 'bisa', 'input', '15', 'angka', 'saja']",-88,negative,"['input', 'nomor', 'npwp', 'nomor', 'nya', 'dgn', 'nik', 'total', 'angka', 'kolom', 'input', 'nomor', 'npwp', 'input', 'angka']",input nomor npwp nomor nya dgn nik total angka kolom input nomor npwp input angka,Topik 2 - Login/NPWP/Daftar
Sekelas kementrian keuangan bkin aturan malah ngeribetin... lapor spt nunggu kode verifikasi hampir 3hr gk masuk2..,playstore,sekelas kementrian keuangan bkin aturan malah ngeribetin lapor spt nunggu kode verifikasi hampir hr gk masuk,"['sekelas', 'kementrian', 'keuangan', 'bikin', 'aturan', 'malah', 'ngeribetin', 'lapor', 'seperti', 'menunggu', 'kode', 'verifikasi', 'hampir', '3hr', 'tidak', 'masuk2']",-25,negative,"['sekelas', 'kementrian', 'keuangan', 'bkin', 'aturan', 'ngeribetin', 'lapor', 'spt', 'nunggu', 'kode', 'verifikasi', 'masuk']",sekelas kementrian keuangan bkin aturan ngeribetin lapor spt nunggu kode verifikasi masuk,Topik 2 - Login/NPWP/Daftar
"Di aplikasi saya, kenapa tombol efin nya tidak ada, yg muncul hanya tombol beranda dan bayar, mohon petunjuknya 🙏",playstore,di aplikasi saya kenapa tombol efin nya tidak ada yg muncul hanya tombol beranda dan bayar mohon petunjuknya,"['di', 'aplikasi', 'saya', 'kenapa', 'tombol', 'efin', 'ya', 'tidak', 'ada', 'yang', 'muncul', 'hanya', 'tombol', 'beranda', 'dan', 'bayar', 'mohon', 'petunjuknya']",-70,negative,"['aplikasi', 'tombol', 'efin', 'nya', 'muncul', 'tombol', 'beranda', 'bayar', 'mohon', 'petunjuknya']",aplikasi tombol efin nya muncul tombol beranda bayar mohon petunjuknya,Topik 2 - Login/NPWP/Daftar
Saya mau buat spt masuk akunnya saja susah harus konfirmasi email sm telpn tapi g ada pemberitahuan code diemail sm telpn gimana mau laporan,playstore,saya mau buat spt masuk akunnya saja susah harus konfirmasi email sm telpn tapi g ada pemberitahuan code diemail sm telpn gimana mau laporan,"['saya', 'mau', 'buat', 'seperti', 'masuk', 'akunnya', 'saja', 'susah', 'harus', 'konfirmasi', 'email', 'sama', 'telpn', 'tapi', 'tidak', 'ada', 'pemberitahuan', 'code', 'diemail', 'sama', 'telpn', 'bagaimana', 'mau', 'laporan']",-60,negative,"['spt', 'masuk', 'akunnya', 'susah', 'konfirmasi', 'email', 'telpn', 'pemberitahuan', 'code', 'diemail', 'telpn', 'gimana', 'laporan']",spt masuk akunnya susah konfirmasi email telpn pemberitahuan code diemail telpn gimana laporan,Topik 2 - Login/NPWP/Daftar
"Mau login, sudah memasukan NPWP/NIK serta password yang benar, tapi tetap gak bisa login dan dinyatakan salah terus. Sementara login di web DJP Online gak masalah. Jadi kesimpulan sementara sebenarnya aplikasinya yang salah.",playstore,mau login sudah memasukan npwpnik serta password yang benar tapi tetap gak bisa login dan dinyatakan salah terus sementara login di web djp online gak masalah jadi kesimpulan sementara sebenarnya aplikasinya yang salah,"['mau', 'login', 'sudah', 'memasukan', 'npwpnik', 'serta', 'password', 'yang', 'benar', 'tapi', 'tetap', 'tidak', 'bisa', 'login', 'dan', 'dinyatakan', 'salah', 'terus', 'sementara', 'login', 'di', 'web', 'djp', 'online', 'tidak', 'masalah', 'jadi', 'kesimpulan', 'sementara', 'sebenarnya', 'aplikasinya', 'yang', 'salah']",-102,negative,"['login', 'memasukan', 'npwpnik', 'password', 'gak', 'login', 'dinyatakan', 'salah', 'login', 'web', 'djp', 'online', 'gak', 'kesimpulan', 'aplikasinya', 'salah']",login memasukan npwpnik password gak login dinyatakan salah login web djp online gak kesimpulan aplikasinya salah,Topik 2 - Login/NPWP/Daftar
Kagak ada guna nih apk. Buat minta efin aja sulit bgt.,playstore,kagak ada guna nih apk buat minta efin aja sulit bgt,"['kagak', 'ada', 'guna', 'nih', 'apk', 'buat', 'meminta', 'efin', 'saja', 'sulit', 'banget']",-43,negative,"['kagak', 'nih', 'apk', 'efin', 'aja', 'sulit', 'bgt']",kagak nih apk efin aja sulit bgt,Topik 2 - Login/NPWP/Daftar
"Orang mau lapor aja susahnya minta ampun, masuk web juga gk masuk2, lantaran verifikasi gak masuk2, via email maupun no telp. Pake aplikasi sama saja, mau lapor aja seneng banget nyusahin rakyat..",playstore,orang mau lapor aja susahnya minta ampun masuk web juga gk masuk lantaran verifikasi gak masuk via email maupun no telp pake aplikasi sama saja mau lapor aja seneng banget nyusahin rakyat,"['orang', 'mau', 'lapor', 'saja', 'susahnya', 'meminta', 'ampun', 'masuk', 'web', 'juga', 'tidak', 'masuk2', 'lantaran', 'verifikasi', 'tidak', 'masuk2', 'via', 'email', 'maupun', 'no', 'telp', 'pakai', 'aplikasi', 'sama', 'saja', 'mau', 'lapor', 'saja', 'senang', 'banget', 'menyusahkan', 'rakyat']",-54,negative,"['orang', 'lapor', 'aja', 'susahnya', 'ampun', 'masuk', 'web', 'masuk', 'lantaran', 'verifikasi', 'gak', 'masuk', 'via', 'email', 'telp', 'pake', 'aplikasi', 'lapor', 'aja', 'seneng', 'banget', 'nyusahin', 'rakyat']",orang lapor aja susahnya ampun masuk web masuk lantaran verifikasi gak masuk via email telp pake aplikasi lapor aja seneng banget nyusahin rakyat,Topik 2 - Login/NPWP/Daftar
"Saya maunya lapor pajak, cumaN NPWP nya di.persulit Sudah tinggalnya d kepulauan Giliram urus online Tetap aja suruh ke kantor Ahh Bodo amat lah Bukannya mudah Malah nambah pengeluaran Kl cumam.seratus ribu.ma gpp Ongkosnya Juta ne kl harus ke kantor Mending ogah",playstore,saya maunya lapor pajak cuman npwp nya dipersulit sudah tinggalnya d kepulauan giliram urus online tetap aja suruh ke kantor ahh bodo amat lah bukannya mudah malah nambah pengeluaran kl cumamseratus ribuma gpp ongkosnya juta ne kl harus ke kantor mending ogah,"['saya', 'maunya', 'lapor', 'pajak', 'cuman', 'npwp', 'ya', 'dipersulit', 'sudah', 'tinggalnya', 'di', 'kepulauan', 'giliram', 'urus', 'online', 'tetap', 'saja', 'suruh', 'ke', 'kantor', 'ah', 'bodo', 'amat', 'lah', 'bukannya', 'mudah', 'malah', 'menambah', 'pengeluaran', 'kalau', 'cumamseratus', 'ribuma', 'tidak apa-apa', 'ongkosnya', 'juta', 'ini', 'kalau', 'harus', 'ke', 'kantor', 'mending', 'ogah']",-76,negative,"['maunya', 'lapor', 'pajak', 'cuman', 'npwp', 'nya', 'dipersulit', 'tinggalnya', 'kepulauan', 'giliram', 'urus', 'online', 'aja', 'suruh', 'kantor', 'ahh', 'bodo', 'mudah', 'nambah', 'pengeluaran', 'cumamseratus', 'ribuma', 'gpp', 'ongkosnya', 'juta', 'kantor', 'mending', 'ogah']",maunya lapor pajak cuman npwp nya dipersulit tinggalnya kepulauan giliram urus online aja suruh kantor ahh bodo mudah nambah pengeluaran cumamseratus ribuma gpp ongkosnya juta kantor mending ogah,Topik 2 - Login/NPWP/Daftar
susah sekali login,playstore,susah sekali login,"['susah', 'sekali', 'login']",-10,negative,"['susah', 'login']",susah login,Topik 2 - Login/NPWP/Daftar
"Terimakasih sangat amat membantu, lupa efin diaplikasi ini hanya membutuhkan waktu beberapa menit, efin langsung masuk email..",playstore,terimakasih sangat amat membantu lupa efin diaplikasi ini hanya membutuhkan waktu beberapa menit efin langsung masuk email,"['terimakasih', 'sangat', 'amat', 'membantu', 'lupa', 'efin', 'diaplikasi', 'ini', 'hanya', 'membutuhkan', 'waktu', 'beberapa', 'menit', 'efin', 'langsung', 'masuk', 'email']",-3,negative,"['terimakasih', 'membantu', 'lupa', 'efin', 'diaplikasi', 'membutuhkan', 'menit', 'efin', 'langsung', 'masuk', 'email']",terimakasih membantu lupa efin diaplikasi membutuhkan menit efin langsung masuk email,Topik 2 - Login/NPWP/Daftar
"Apa apaan ini aplikasinya udah lengkap semua data yg diminta, malah dipersulit, padahal bener2 lupa efin Niat buat aplikasi ga sih, kalo emng ganiat buat aplikasi sekalian aja nyuruh masyarakat datengin langsung kantor pajak yg terdekat buat npwp,dihapus aja apk nya ga guna juga Jaman canggih TPI apk bobrok!",playstore,apa apaan ini aplikasinya udah lengkap semua data yg diminta malah dipersulit padahal bener lupa efin niat buat aplikasi ga sih kalo emng ganiat buat aplikasi sekalian aja nyuruh masyarakat datengin langsung kantor pajak yg terdekat buat npwpdihapus aja apk nya ga guna juga jaman canggih tpi apk bobrok,"['apa', 'apaan', 'ini', 'aplikasinya', 'sudah', 'lengkap', 'semua', 'data', 'yang', 'diminta', 'malah', 'dipersulit', 'padahal', 'benar-benar', 'lupa', 'efin', 'niat', 'buat', 'aplikasi', 'tidak', 'sih', 'kalau', 'memang', 'ganiat', 'buat', 'aplikasi', 'sekalian', 'saja', 'nyuruh', 'masyarakat', 'datengin', 'langsung', 'kantor', 'pajak', 'yang', 'terdekat', 'buat', 'npwpdihapus', 'saja', 'apk', 'ya', 'tidak', 'guna', 'juga', 'jaman', 'canggih', 'tapi', 'apk', 'bobrok']",-171,negative,"['aplikasinya', 'udah', 'lengkap', 'data', 'dipersulit', 'bener', 'lupa', 'efin', 'niat', 'aplikasi', 'sih', 'kalo', 'emng', 'ganiat', 'aplikasi', 'aja', 'nyuruh', 'masyarakat', 'datengin', 'langsung', 'kantor', 'pajak', 'terdekat', 'npwpdihapus', 'aja', 'apk', 'nya', 'jaman', 'canggih', 'tpi', 'apk', 'bobrok']",aplikasinya udah lengkap data dipersulit bener lupa efin niat aplikasi sih kalo emng ganiat aplikasi aja nyuruh masyarakat datengin langsung kantor pajak terdekat npwpdihapus aja apk nya jaman canggih tpi apk bobrok,Topik 2 - Login/NPWP/Daftar
Ga bisa login anjinggg,playstore,ga bisa login anjinggg,"['tidak', 'bisa', 'login', 'anjinggg']",-18,negative,"['login', 'anjinggg']",login anjinggg,Topik 2 - Login/NPWP/Daftar
Untuk buat npwp aja susah. Aplikasi nya ngga jelas banget. Live chat nya ngaco ngapain dibuat kalau ngga bisa ngebantu.,playstore,untuk buat npwp aja susah aplikasi nya ngga jelas banget live chat nya ngaco ngapain dibuat kalau ngga bisa ngebantu,"['untuk', 'buat', 'npwp', 'saja', 'susah', 'aplikasi', 'ya', 'tidak', 'jelas', 'banget', 'live', 'chat', 'ya', 'mengaco', 'mengapai', 'dibuat', 'kalau', 'tidak', 'bisa', 'membantu']",-85,negative,"['npwp', 'aja', 'susah', 'aplikasi', 'nya', 'ngga', 'banget', 'live', 'chat', 'nya', 'ngaco', 'ngapain', 'ngga', 'ngebantu']",npwp aja susah aplikasi nya ngga banget live chat nya ngaco ngapain ngga ngebantu,Topik 2 - Login/NPWP/Daftar
"Kenapa cuma verifikasi aja udah 2 hari lebih gk kelar dah gitu bikin hp eror kena virus ,,habis itu katanya bayar 10.000 ribu saja buat materai tapi kenyataannya saldo direkening saya malah kesedot semua mohon penjelasannya dan urusunnya gimana sampai terjadi kaya gini.kita masyarakat kecil bukannya dibantuin malah dirugikan",playstore,kenapa cuma verifikasi aja udah  hari lebih gk kelar dah gitu bikin hp eror kena virus habis itu katanya bayar  ribu saja buat materai tapi kenyataannya saldo direkening saya malah kesedot semua mohon penjelasannya dan urusunnya gimana sampai terjadi kaya ginikita masyarakat kecil bukannya dibantuin malah dirugikan,"['kenapa', 'cuma', 'verifikasi', 'saja', 'sudah', '2', 'hari', 'lebih', 'tidak', 'kelar', 'sudah', 'begitu', 'bikin', 'hp', 'eror', 'kena', 'virus', 'habis', 'itu', 'katanya', 'bayar', '10000', 'ribu', 'saja', 'buat', 'materai', 'tapi', 'kenyataannya', 'saldo', 'direkening', 'saya', 'malah', 'kesedot', 'semua', 'mohon', 'penjelasannya', 'dan', 'urusunnya', 'bagaimana', 'sampai', 'terjadi', 'kayak', 'ginikita', 'masyarakat', 'kecil', 'bukannya', 'dibantuin', 'malah', 'dirugikan']",-115,negative,"['verifikasi', 'aja', 'udah', 'kelar', 'dah', 'gitu', 'bikin', 'eror', 'kena', 'virus', 'habis', 'bayar', 'ribu', 'materai', 'kenyataannya', 'saldo', 'direkening', 'kesedot', 'mohon', 'penjelasannya', 'urusunnya', 'gimana', 'kaya', 'ginikita', 'masyarakat', 'dibantuin', 'dirugikan']",verifikasi aja udah kelar dah gitu bikin eror kena virus habis bayar ribu materai kenyataannya saldo direkening kesedot mohon penjelasannya urusunnya gimana kaya ginikita masyarakat dibantuin dirugikan,Topik 2 - Login/NPWP/Daftar
"sistrm baru malah bikin kesulitan,giliran dateng ke kantor di suruh daftar online,mau berkontribusi ke negara malah di susah in,mending gausah bayar pajak ges",playstore,sistrm baru malah bikin kesulitangiliran dateng ke kantor di suruh daftar onlinemau berkontribusi ke negara malah di susah inmending gausah bayar pajak ges,"['sistrm', 'baru', 'malah', 'bikin', 'kesulitangiliran', 'datang', 'ke', 'kantor', 'di', 'suruh', 'daftar', 'onlinemau', 'berkontribusi', 'ke', 'negara', 'malah', 'di', 'susah', 'inmending', 'tidak usah', 'bayar', 'pajak', 'ges']",-75,negative,"['sistrm', 'bikin', 'kesulitangiliran', 'dateng', 'kantor', 'suruh', 'daftar', 'onlinemau', 'berkontribusi', 'negara', 'susah', 'inmending', 'gausah', 'bayar', 'pajak', 'ges']",sistrm bikin kesulitangiliran dateng kantor suruh daftar onlinemau berkontribusi negara susah inmending gausah bayar pajak ges,Topik 2 - Login/NPWP/Daftar
Buat daftar aja susah,playstore,buat daftar aja susah,"['buat', 'daftar', 'saja', 'susah']",-14,negative,"['daftar', 'aja', 'susah']",daftar aja susah,Topik 2 - Login/NPWP/Daftar
Aplikasi nggak jelas anj memang. mo daftar tapi ga ada tombol daftarnya hanya login. gimana caranya mau login kalau ga ada akunnya .,playstore,aplikasi nggak jelas anj memang mo daftar tapi ga ada tombol daftarnya hanya login gimana caranya mau login kalau ga ada akunnya,"['aplikasi', 'tidak', 'jelas', 'anjing', 'memang', 'mau', 'daftar', 'tapi', 'tidak', 'ada', 'tombol', 'daftarnya', 'hanya', 'login', 'bagaimana', 'caranya', 'mau', 'login', 'kalau', 'tidak', 'ada', 'akunnya']",-69,negative,"['aplikasi', 'nggak', 'anj', 'daftar', 'tombol', 'daftarnya', 'login', 'gimana', 'login', 'akunnya']",aplikasi nggak anj daftar tombol daftarnya login gimana login akunnya,Topik 2 - Login/NPWP/Daftar
"Aplikasi apa si ini nomor telpon engga jelas buat verifikasi OTP dan email-nya pun juga engga jelas, aneh banget buat aplikasi ke tukang kebun kayanya engga jelas gini Punya anggaran bukannya buat aplikasi untuk memudahkan malah mempersulit masyarakat bikin pusing",playstore,aplikasi apa si ini nomor telpon engga jelas buat verifikasi otp dan emailnya pun juga engga jelas aneh banget buat aplikasi ke tukang kebun kayanya engga jelas gini punya anggaran bukannya buat aplikasi untuk memudahkan malah mempersulit masyarakat bikin pusing,"['aplikasi', 'apa', 'sih', 'ini', 'nomor', 'telpon', 'tidak', 'jelas', 'buat', 'verifikasi', 'otp', 'dan', 'emailnya', 'pun', 'juga', 'tidak', 'jelas', 'aneh', 'banget', 'buat', 'aplikasi', 'ke', 'tukang', 'kebun', 'kayanya', 'tidak', 'jelas', 'begini', 'punya', 'anggaran', 'bukannya', 'buat', 'aplikasi', 'untuk', 'memudahkan', 'malah', 'mempersulit', 'masyarakat', 'bikin', 'pusing']",-128,negative,"['aplikasi', 'nomor', 'telpon', 'engga', 'verifikasi', 'otp', 'emailnya', 'engga', 'aneh', 'banget', 'aplikasi', 'tukang', 'kebun', 'kayanya', 'engga', 'gini', 'anggaran', 'aplikasi', 'memudahkan', 'mempersulit', 'masyarakat', 'bikin', 'pusing']",aplikasi nomor telpon engga verifikasi otp emailnya engga aneh banget aplikasi tukang kebun kayanya engga gini anggaran aplikasi memudahkan mempersulit masyarakat bikin pusing,Topik 2 - Login/NPWP/Daftar
aplikasi jelek bikin susah pajak sudah di bayar susah login bikin susah rakyat saja,playstore,aplikasi jelek bikin susah pajak sudah di bayar susah login bikin susah rakyat saja,"['aplikasi', 'jelek', 'bikin', 'susah', 'pajak', 'sudah', 'di', 'bayar', 'susah', 'login', 'bikin', 'susah', 'rakyat', 'saja']",-96,negative,"['aplikasi', 'jelek', 'bikin', 'susah', 'pajak', 'bayar', 'susah', 'login', 'bikin', 'susah', 'rakyat']",aplikasi jelek bikin susah pajak bayar susah login bikin susah rakyat,Topik 2 - Login/NPWP/Daftar
Buat temen temen yang lupa efin mending langsung ke kantor pajaknya soalnya kalau lewat wa atau live cht lama dan susah malah kita di buat susah apa lagi nunggu kode ini itu,playstore,buat temen temen yang lupa efin mending langsung ke kantor pajaknya soalnya kalau lewat wa atau live cht lama dan susah malah kita di buat susah apa lagi nunggu kode ini itu,"['buat', 'teman', 'teman', 'yang', 'lupa', 'efin', 'mending', 'langsung', 'ke', 'kantor', 'pajaknya', 'soalnya', 'kalau', 'lewat', 'wa', 'atau', 'live', 'cht', 'lama', 'dan', 'susah', 'malah', 'kita', 'di', 'buat', 'susah', 'apa', 'lagi', 'menunggu', 'kode', 'ini', 'itu']",-79,negative,"['temen', 'temen', 'lupa', 'efin', 'mending', 'langsung', 'kantor', 'pajaknya', 'live', 'cht', 'susah', 'susah', 'nunggu', 'kode']",temen temen lupa efin mending langsung kantor pajaknya live cht susah susah nunggu kode,Topik 2 - Login/NPWP/Daftar
Kode verifikasi ngirimnya lama bet kek keong,playstore,kode verifikasi ngirimnya lama bet kek keong,"['kode', 'verifikasi', 'ngirimnya', 'lama', 'banget', 'kayak', 'keong']",-19,negative,"['kode', 'verifikasi', 'ngirimnya', 'bet', 'kek', 'keong']",kode verifikasi ngirimnya bet kek keong,Topik 2 - Login/NPWP/Daftar
Aplikasi apa ini login udah sesuai nik sma pasword masa keterangan salah terus...gblk,playstore,aplikasi apa ini login udah sesuai nik sma pasword masa keterangan salah terusgblk,"['aplikasi', 'apa', 'ini', 'login', 'sudah', 'sesuai', 'nik', 'sama', 'pasword', 'masa', 'keterangan', 'salah', 'terusgblk']",-40,negative,"['aplikasi', 'login', 'udah', 'sesuai', 'nik', 'sma', 'pasword', 'keterangan', 'salah', 'terusgblk']",aplikasi login udah sesuai nik sma pasword keterangan salah terusgblk,Topik 2 - Login/NPWP/Daftar
Aplikasi tidak beres orang masuk kirim kirim kode verifikasi ke email orang masuk di bilang kode salah ? Di ulangi begitu lagi kalau salah napai mengirim kode salah ke email ?,playstore,aplikasi tidak beres orang masuk kirim kirim kode verifikasi ke email orang masuk di bilang kode salah  di ulangi begitu lagi kalau salah napai mengirim kode salah ke email,"['aplikasi', 'tidak', 'beres', 'orang', 'masuk', 'kirim', 'kirim', 'kode', 'verifikasi', 'ke', 'email', 'orang', 'masuk', 'di', 'bilang', 'kode', 'salah', 'di', 'ulangi', 'begitu', 'lagi', 'kalau', 'salah', 'napai', 'mengirim', 'kode', 'salah', 'ke', 'email']",-63,negative,"['aplikasi', 'beres', 'orang', 'masuk', 'kirim', 'kirim', 'kode', 'verifikasi', 'email', 'orang', 'masuk', 'bilang', 'kode', 'salah', 'ulangi', 'salah', 'napai', 'mengirim', 'kode', 'salah', 'email']",aplikasi beres orang masuk kirim kirim kode verifikasi email orang masuk bilang kode salah ulangi salah napai mengirim kode salah email,Topik 2 - Login/NPWP/Daftar
