content,source,cleaned,t,sentiment_score,sentiment,tokens,joined,topik
"Gaji dah d potong pajak, tp msh hrs ngirim bukti kn konyol",playstore,gaji dah d potong pajak tp msh hrs ngirim bukti kn konyol,"['gaji', 'sudah', 'di', 'potong', 'pajak', 'tapi', 'masih', 'harus', 'mengirim', 'bukti', 'kan', 'konyol']",-67,negative,"['gaji', 'dah', 'potong', 'pajak', 'msh', 'hrs', 'ngirim', 'bukti', 'konyol']",gaji dah potong pajak msh hrs ngirim bukti konyol,Topik 5 - Pembayaran/Kantor Pajak
Mengingat kan akan wajib pajak bagi setiap warga negara,playstore,mengingat kan akan wajib pajak bagi setiap warga negara,"['mengingat', 'kan', 'akan', 'wajib', 'pajak', 'bagi', 'setiap', 'warga', 'negara']",-24,negative,"['wajib', 'pajak', 'warga', 'negara']",wajib pajak warga negara,Topik 5 - Pembayaran/Kantor Pajak
"Bukannya mempermudah masyarakat untuk mengaksesnya secara langsung via apk, ehh malah tambah mempersulit. Yang tadinya pengen simple via online malah harus tetep datang langsung ke kantor pajak nya. Terlalu banyak di korup sih !!!",playstore,bukannya mempermudah masyarakat untuk mengaksesnya secara langsung via apk ehh malah tambah mempersulit yang tadinya pengen simple via online malah harus tetep datang langsung ke kantor pajak nya terlalu banyak di korup sih,"['bukannya', 'mempermudah', 'masyarakat', 'untuk', 'mengaksesnya', 'secara', 'langsung', 'via', 'apk', 'eh', 'malah', 'tambah', 'mempersulit', 'yang', 'tadinya', 'pengin', 'simple', 'via', 'online', 'malah', 'harus', 'tetap', 'datang', 'langsung', 'ke', 'kantor', 'pajak', 'ya', 'terlalu', 'banyak', 'di', 'korup', 'sih']",-91,negative,"['mempermudah', 'masyarakat', 'mengaksesnya', 'langsung', 'via', 'apk', 'ehh', 'mempersulit', 'pengen', 'simple', 'via', 'online', 'tetep', 'langsung', 'kantor', 'pajak', 'nya', 'korup', 'sih']",mempermudah masyarakat mengaksesnya langsung via apk ehh mempersulit pengen simple via online tetep langsung kantor pajak nya korup sih,Topik 5 - Pembayaran/Kantor Pajak
"apakah sengaja di persulit, biar makin banyak calo? harus ny hal hal seperti ini di kelola swasta, kalo di kelola mereka yang suka makan gaji buta tidak akan pernah maju, kalo swasta lebih profesional, apalagi kalo bukan satu swasta, semakin bersaing pasti semakin baik pelayanannya, misalkan saya bisa bayar di indopajak (contoh nama swasta), bisa bayar di sedapajak (ini juga contoh nama), dsb",playstore,apakah sengaja di persulit biar makin banyak calo harus ny hal hal seperti ini di kelola swasta kalo di kelola mereka yang suka makan gaji buta tidak akan pernah maju kalo swasta lebih profesional apalagi kalo bukan satu swasta semakin bersaing pasti semakin baik pelayanannya misalkan saya bisa bayar di indopajak contoh nama swasta bisa bayar di sedapajak ini juga contoh nama dsb,"['apakah', 'sengaja', 'di', 'persulit', 'biar', 'makin', 'banyak', 'calo', 'harus', 'nya', 'hal', 'hal', 'seperti', 'ini', 'di', 'kelola', 'swasta', 'kalau', 'di', 'kelola', 'mereka', 'yang', 'suka', 'makan', 'gaji', 'buta', 'tidak', 'akan', 'pernah', 'maju', 'kalau', 'swasta', 'lebih', 'profesional', 'apalagi', 'kalau', 'bukan', 'satu', 'swasta', 'semakin', 'bersaing', 'pasti', 'semakin', 'baik', 'pelayanannya', 'misalkan', 'saya', 'bisa', 'bayar', 'di', 'indopajak', 'contoh', 'nama', 'swasta', 'bisa', 'bayar', 'di', 'sedapajak', 'ini', 'juga', 'contoh', 'nama', 'dsb']",-127,negative,"['sengaja', 'persulit', 'biar', 'calo', 'kelola', 'swasta', 'kalo', 'kelola', 'suka', 'makan', 'gaji', 'buta', 'maju', 'kalo', 'swasta', 'profesional', 'kalo', 'swasta', 'bersaing', 'pelayanannya', 'bayar', 'indopajak', 'contoh', 'nama', 'swasta', 'bayar', 'sedapajak', 'contoh', 'nama', 'dsb']",sengaja persulit biar calo kelola swasta kalo kelola suka makan gaji buta maju kalo swasta profesional kalo swasta bersaing pelayanannya bayar indopajak contoh nama swasta bayar sedapajak contoh nama dsb,Topik 5 - Pembayaran/Kantor Pajak
Gimana orang mau bayar pajak kalau sistemnya ribet ga bisa online chat!,playstore,gimana orang mau bayar pajak kalau sistemnya ribet ga bisa online chat,"['bagaimana', 'orang', 'mau', 'bayar', 'pajak', 'kalau', 'sistemnya', 'ribet', 'tidak', 'bisa', 'online', 'chat']",-47,negative,"['gimana', 'orang', 'bayar', 'pajak', 'sistemnya', 'ribet', 'online', 'chat']",gimana orang bayar pajak sistemnya ribet online chat,Topik 5 - Pembayaran/Kantor Pajak
"Semua situs pemerintah tidak layak digunakan rakyat, parah parah",playstore,semua situs pemerintah tidak layak digunakan rakyat parah parah,"['semua', 'situs', 'pemerintah', 'tidak', 'layak', 'digunakan', 'rakyat', 'parah', 'parah']",-27,negative,"['situs', 'pemerintah', 'layak', 'rakyat', 'parah', 'parah']",situs pemerintah layak rakyat parah parah,Topik 5 - Pembayaran/Kantor Pajak
Oi benerin sistem aplikasinya jelek bener gua bayar pajak tapi kok aplikasinya jelek bener,playstore,oi benerin sistem aplikasinya jelek bener gua bayar pajak tapi kok aplikasinya jelek bener,"['oi', 'benerin', 'sistem', 'aplikasinya', 'jelek', 'benar', 'gua', 'bayar', 'pajak', 'tapi', 'kok', 'aplikasinya', 'jelek', 'benar']",-91,negative,"['benerin', 'sistem', 'aplikasinya', 'jelek', 'bener', 'gua', 'bayar', 'pajak', 'aplikasinya', 'jelek', 'bener']",benerin sistem aplikasinya jelek bener gua bayar pajak aplikasinya jelek bener,Topik 5 - Pembayaran/Kantor Pajak
"Busuk, kata sandi kok salah. Jelas jelas kata sandinya itu kok salah. Gak beres . Gimana bayarnya kalo gini",playstore,busuk kata sandi kok salah jelas jelas kata sandinya itu kok salah gak beres  gimana bayarnya kalo gini,"['busuk', 'kata', 'sandi', 'kok', 'salah', 'jelas', 'jelas', 'kata', 'sandinya', 'itu', 'kok', 'salah', 'tidak', 'beres', 'bagaimana', 'bayarnya', 'kalau', 'begini']",-64,negative,"['busuk', 'sandi', 'salah', 'sandinya', 'salah', 'gak', 'beres', 'gimana', 'bayarnya', 'kalo', 'gini']",busuk sandi salah sandinya salah gak beres gimana bayarnya kalo gini,Topik 5 - Pembayaran/Kantor Pajak
tolong perbaiki sistem aplikasinya sangat kurang untuk aplikasi sekelas milik negara,playstore,tolong perbaiki sistem aplikasinya sangat kurang untuk aplikasi sekelas milik negara,"['tolong', 'perbaiki', 'sistem', 'aplikasinya', 'sangat', 'kurang', 'untuk', 'aplikasi', 'sekelas', 'milik', 'negara']",-46,negative,"['tolong', 'perbaiki', 'sistem', 'aplikasinya', 'aplikasi', 'sekelas', 'milik', 'negara']",tolong perbaiki sistem aplikasinya aplikasi sekelas milik negara,Topik 5 - Pembayaran/Kantor Pajak
"Di perbaiki lagi aplikasi djb nya dah, buka situs di google bisa open. Tapi di aplikasinya tidk bisa di akses alias busuk. Di bantu uang rakyat untuk pajak jangan kasih yang buruk dong pelayanan nya.",playstore,di perbaiki lagi aplikasi djb nya dah buka situs di google bisa open tapi di aplikasinya tidk bisa di akses alias busuk di bantu uang rakyat untuk pajak jangan kasih yang buruk dong pelayanan nya,"['di', 'perbaiki', 'lagi', 'aplikasi', 'djb', 'ya', 'sudah', 'buka', 'situs', 'di', 'google', 'bisa', 'open', 'tapi', 'di', 'aplikasinya', 'tidk', 'bisa', 'di', 'akses', 'alias', 'busuk', 'di', 'bantu', 'uang', 'rakyat', 'untuk', 'pajak', 'jangan', 'kasih', 'yang', 'buruk', 'dong', 'pelayanan', 'ya']",-166,negative,"['perbaiki', 'aplikasi', 'djb', 'nya', 'dah', 'buka', 'situs', 'google', 'open', 'aplikasinya', 'tidk', 'akses', 'alias', 'busuk', 'bantu', 'uang', 'rakyat', 'pajak', 'kasih', 'buruk', 'pelayanan', 'nya']",perbaiki aplikasi djb nya dah buka situs google open aplikasinya tidk akses alias busuk bantu uang rakyat pajak kasih buruk pelayanan nya,Topik 5 - Pembayaran/Kantor Pajak
"Kelasnya Penjala uang rakyat, bikin apk untuk rakyat saja seperti main main....Gunakan uang rakyat untuk memperbaiki apk ini supaya memudahkan rakyat membayar keringat kalian. Kelasnya Kemenkeu apk bobrok.",playstore,kelasnya penjala uang rakyat bikin apk untuk rakyat saja seperti main maingunakan uang rakyat untuk memperbaiki apk ini supaya memudahkan rakyat membayar keringat kalian kelasnya kemenkeu apk bobrok,"['kelasnya', 'penjala', 'uang', 'rakyat', 'bikin', 'apk', 'untuk', 'rakyat', 'saja', 'seperti', 'main', 'maingunakan', 'uang', 'rakyat', 'untuk', 'memperbaiki', 'apk', 'ini', 'supaya', 'memudahkan', 'rakyat', 'membayar', 'keringat', 'kalian', 'kelasnya', 'kemenkeu', 'apk', 'bobrok']",-63,negative,"['kelasnya', 'penjala', 'uang', 'rakyat', 'bikin', 'apk', 'rakyat', 'main', 'maingunakan', 'uang', 'rakyat', 'memperbaiki', 'apk', 'memudahkan', 'rakyat', 'membayar', 'keringat', 'kelasnya', 'kemenkeu', 'apk', 'bobrok']",kelasnya penjala uang rakyat bikin apk rakyat main maingunakan uang rakyat memperbaiki apk memudahkan rakyat membayar keringat kelasnya kemenkeu apk bobrok,Topik 5 - Pembayaran/Kantor Pajak
Niat hati mau bantu bayar pajak malah aps kek lite. Lain kali duit pajak jgn d korupsi biar benarin ni apps,playstore,niat hati mau bantu bayar pajak malah aps kek lite lain kali duit pajak jgn d korupsi biar benarin ni apps,"['niat', 'hati', 'mau', 'bantu', 'bayar', 'pajak', 'malah', 'aps', 'kayak', 'lite', 'lain', 'kali', 'duit', 'pajak', 'jangan', 'di', 'korupsi', 'biar', 'membenarkan', 'nih', 'apps']",-60,negative,"['niat', 'hati', 'bantu', 'bayar', 'pajak', 'aps', 'kek', 'lite', 'kali', 'duit', 'pajak', 'jgn', 'korupsi', 'biar', 'benarin', 'apps']",niat hati bantu bayar pajak aps kek lite kali duit pajak jgn korupsi biar benarin apps,Topik 5 - Pembayaran/Kantor Pajak
Terima kasih atas aplikasi M-Pajak ini karena sangat membantu dam mempermudah dalam membayar pajak,playstore,terima kasih atas aplikasi mpajak ini karena sangat membantu dam mempermudah dalam membayar pajak,"['terima', 'kasih', 'atas', 'aplikasi', 'mpajak', 'ini', 'karena', 'sangat', 'membantu', 'dam', 'mempermudah', 'dalam', 'membayar', 'pajak']",-48,negative,"['terima', 'kasih', 'aplikasi', 'mpajak', 'membantu', 'dam', 'mempermudah', 'membayar', 'pajak']",terima kasih aplikasi mpajak membantu dam mempermudah membayar pajak,Topik 5 - Pembayaran/Kantor Pajak
"Ini aplikasi apaan tak jelas, nampak kualitas sdmnya KKN sehingga hasilnya pun jelek mau sampe kapan negara ini maju kalau pemerintah nya pada korup. Dasar payah gak jelas.",playstore,ini aplikasi apaan tak jelas nampak kualitas sdmnya kkn sehingga hasilnya pun jelek mau sampe kapan negara ini maju kalau pemerintah nya pada korup dasar payah gak jelas,"['ini', 'aplikasi', 'apaan', 'tak', 'jelas', 'menampak', 'kualitas', 'sdmnya', 'kkn', 'sehingga', 'hasilnya', 'pun', 'jelek', 'mau', 'sampai', 'kapan', 'negara', 'ini', 'maju', 'kalau', 'pemerintah', 'ya', 'pada', 'korup', 'dasar', 'payah', 'tidak', 'jelas']",-90,negative,"['aplikasi', 'nampak', 'kualitas', 'sdmnya', 'kkn', 'hasilnya', 'jelek', 'sampe', 'negara', 'maju', 'pemerintah', 'nya', 'korup', 'dasar', 'payah', 'gak']",aplikasi nampak kualitas sdmnya kkn hasilnya jelek sampe negara maju pemerintah nya korup dasar payah gak,Topik 5 - Pembayaran/Kantor Pajak
Mohon ditambahkan menu perubahan data jadi memudahkan tanpa perlu datang ke kantor pajak,playstore,mohon ditambahkan menu perubahan data jadi memudahkan tanpa perlu datang ke kantor pajak,"['mohon', 'ditambahkan', 'menu', 'perubahan', 'data', 'jadi', 'memudahkan', 'tanpa', 'perlu', 'datang', 'ke', 'kantor', 'pajak']",-15,negative,"['mohon', 'menu', 'perubahan', 'data', 'memudahkan', 'kantor', 'pajak']",mohon menu perubahan data memudahkan kantor pajak,Topik 5 - Pembayaran/Kantor Pajak
Aplikasi edan. Makan uang rakyat tapi bikin aplikasi nya ga becus,playstore,aplikasi edan makan uang rakyat tapi bikin aplikasi nya ga becus,"['aplikasi', 'edan', 'makan', 'uang', 'rakyat', 'tapi', 'bikin', 'aplikasi', 'ya', 'tidak', 'becus']",-62,negative,"['aplikasi', 'edan', 'makan', 'uang', 'rakyat', 'bikin', 'aplikasi', 'nya', 'becus']",aplikasi edan makan uang rakyat bikin aplikasi nya becus,Topik 5 - Pembayaran/Kantor Pajak
"Bayar pajak ko ruwet, ka gak jelas, nyusahin orang",playstore,bayar pajak ko ruwet ka gak jelas nyusahin orang,"['bayar', 'pajak', 'kok', 'ruwet', 'kak', 'tidak', 'jelas', 'menyusahkan', 'orang']",-55,negative,"['bayar', 'pajak', 'ruwet', 'gak', 'nyusahin', 'orang']",bayar pajak ruwet gak nyusahin orang,Topik 5 - Pembayaran/Kantor Pajak
"Setlh update, Nama alamat tdk bisa diisi. Sebelum update, jenis setoran yg gak muncul. Aplikasi jelek banget. Mohon segera diperbaiki.",playstore,setlh update nama alamat tdk bisa diisi sebelum update jenis setoran yg gak muncul aplikasi jelek banget mohon segera diperbaiki,"['setlh', 'update', 'nama', 'alamat', 'tidak', 'bisa', 'diisi', 'sebelum', 'update', 'jenis', 'setoran', 'yang', 'tidak', 'muncul', 'aplikasi', 'jelek', 'banget', 'mohon', 'segera', 'diperbaiki']",-76,negative,"['setlh', 'update', 'nama', 'alamat', 'tdk', 'diisi', 'update', 'jenis', 'setoran', 'gak', 'muncul', 'aplikasi', 'jelek', 'banget', 'mohon', 'diperbaiki']",setlh update nama alamat tdk diisi update jenis setoran gak muncul aplikasi jelek banget mohon diperbaiki,Topik 5 - Pembayaran/Kantor Pajak
"GAK BISA RESET PASSWORD, anehhhh, gak usah bayar aja lah",playstore,gak bisa reset password anehhhh gak usah bayar aja lah,"['tidak', 'bisa', 'reset', 'password', 'anehhhh', 'tidak', 'usah', 'bayar', 'saja', 'lah']",-29,negative,"['gak', 'reset', 'password', 'anehhhh', 'gak', 'bayar', 'aja']",gak reset password anehhhh gak bayar aja,Topik 5 - Pembayaran/Kantor Pajak
"Aplikasi yang mengecewakan, katanya di suruh taat pajak, giliran kita sudah taat tapi malah di persulit. Log in aja gk bisa, gak usah nyuruh rakyat taat pajak, gak usah nagih2 pajak kalau sistem nya saja belum beres. Kalau mau nyuruh rakyat taat pajak bukin sistem yang sederhana yang mudah di fahami. Kita cari makan tdk di bantu negara jadi mohon di permudah kalau ingin rakyat taat pajak.",playstore,aplikasi yang mengecewakan katanya di suruh taat pajak giliran kita sudah taat tapi malah di persulit log in aja gk bisa gak usah nyuruh rakyat taat pajak gak usah nagih pajak kalau sistem nya saja belum beres kalau mau nyuruh rakyat taat pajak bukin sistem yang sederhana yang mudah di fahami kita cari makan tdk di bantu negara jadi mohon di permudah kalau ingin rakyat taat pajak,"['aplikasi', 'yang', 'mengecewakan', 'katanya', 'di', 'suruh', 'taat', 'pajak', 'giliran', 'kita', 'sudah', 'taat', 'tapi', 'malah', 'di', 'persulit', 'log', 'ini', 'saja', 'tidak', 'bisa', 'tidak', 'usah', 'nyuruh', 'rakyat', 'taat', 'pajak', 'tidak', 'usah', 'nagih2', 'pajak', 'kalau', 'sistem', 'ya', 'saja', 'belum', 'beres', 'kalau', 'mau', 'nyuruh', 'rakyat', 'taat', 'pajak', 'bukin', 'sistem', 'yang', 'sederhana', 'yang', 'mudah', 'di', 'fahami', 'kita', 'cari', 'makan', 'tidak', 'di', 'bantu', 'negara', 'jadi', 'mohon', 'di', 'permudah', 'kalau', 'ingin', 'rakyat', 'taat', 'pajak']",-282,negative,"['aplikasi', 'mengecewakan', 'suruh', 'taat', 'pajak', 'giliran', 'taat', 'persulit', 'log', 'aja', 'gak', 'nyuruh', 'rakyat', 'taat', 'pajak', 'gak', 'nagih', 'pajak', 'sistem', 'nya', 'beres', 'nyuruh', 'rakyat', 'taat', 'pajak', 'bukin', 'sistem', 'sederhana', 'mudah', 'fahami', 'cari', 'makan', 'tdk', 'bantu', 'negara', 'mohon', 'permudah', 'rakyat', 'taat', 'pajak']",aplikasi mengecewakan suruh taat pajak giliran taat persulit log aja gak nyuruh rakyat taat pajak gak nagih pajak sistem nya beres nyuruh rakyat taat pajak bukin sistem sederhana mudah fahami cari makan tdk bantu negara mohon permudah rakyat taat pajak,Topik 5 - Pembayaran/Kantor Pajak
"Mau bayar pajak aja susah, heran :(",playstore,mau bayar pajak aja susah heran,"['mau', 'bayar', 'pajak', 'saja', 'susah', 'heran']",-28,negative,"['bayar', 'pajak', 'aja', 'susah', 'heran']",bayar pajak aja susah heran,Topik 5 - Pembayaran/Kantor Pajak
Tiap tahun rakyat bayar pajak. Aplikasi masih kek gini????,playstore,tiap tahun rakyat bayar pajak aplikasi masih kek gini,"['tiap', 'tahun', 'rakyat', 'bayar', 'pajak', 'aplikasi', 'masih', 'kayak', 'begini']",-42,negative,"['rakyat', 'bayar', 'pajak', 'aplikasi', 'kek', 'gini']",rakyat bayar pajak aplikasi kek gini,Topik 5 - Pembayaran/Kantor Pajak
"udah 2bulan ini tsk bs bayar pajak,entah ada gangguan apa aplikasi ini,nanti jgn salhkan sy gak bayar ya pak,aplikasinya aja yg tdk mumpuni",playstore,udah bulan ini tsk bs bayar pajakentah ada gangguan apa aplikasi ininanti jgn salhkan sy gak bayar ya pakaplikasinya aja yg tdk mumpuni,"['sudah', '2bulan', 'ini', 'tsk', 'bisa', 'bayar', 'pajakentah', 'ada', 'gangguan', 'apa', 'aplikasi', 'ininanti', 'jangan', 'salhkan', 'saya', 'tidak', 'bayar', 'ya', 'pakaplikasinya', 'saja', 'yang', 'tidak', 'mumpuni']",-89,negative,"['udah', 'tsk', 'bayar', 'pajakentah', 'gangguan', 'aplikasi', 'ininanti', 'jgn', 'salhkan', 'gak', 'bayar', 'pakaplikasinya', 'aja', 'tdk', 'mumpuni']",udah tsk bayar pajakentah gangguan aplikasi ininanti jgn salhkan gak bayar pakaplikasinya aja tdk mumpuni,Topik 5 - Pembayaran/Kantor Pajak
"02/11/2023 tumbang server ga bisa akses , server negara",playstore,tumbang server ga bisa akses  server negara,"['02112023', 'tumbang', 'server', 'tidak', 'bisa', 'akses', 'server', 'negara']",-21,negative,"['tumbang', 'server', 'akses', 'server', 'negara']",tumbang server akses server negara,Topik 5 - Pembayaran/Kantor Pajak
Aplikasi negara kok begini... Tim ahlinya NGACO,playstore,aplikasi negara kok begini tim ahlinya ngaco,"['aplikasi', 'negara', 'kok', 'begini', 'tim', 'ahlinya', 'mengaco']",-31,negative,"['aplikasi', 'negara', 'tim', 'ahlinya', 'ngaco']",aplikasi negara tim ahlinya ngaco,Topik 5 - Pembayaran/Kantor Pajak
"Cuk kimay pajak bikin rakyat bangkrut, bubarkan pajak ulah menteri keuangan anda yg gak benar!!!!, rakyat di bebankan pajak sangat besar.",playstore,cuk kimay pajak bikin rakyat bangkrut bubarkan pajak ulah menteri keuangan anda yg gak benar rakyat di bebankan pajak sangat besar,"['cuk', 'kimay', 'pajak', 'bikin', 'rakyat', 'bangkrut', 'bubarkan', 'pajak', 'ulah', 'menteri', 'keuangan', 'anda', 'yang', 'tidak', 'benar', 'rakyat', 'di', 'bebankan', 'pajak', 'sangat', 'besar']",-87,negative,"['cuk', 'kimay', 'pajak', 'bikin', 'rakyat', 'bangkrut', 'bubarkan', 'pajak', 'ulah', 'menteri', 'keuangan', 'gak', 'rakyat', 'bebankan', 'pajak']",cuk kimay pajak bikin rakyat bangkrut bubarkan pajak ulah menteri keuangan gak rakyat bebankan pajak,Topik 5 - Pembayaran/Kantor Pajak
"NEGARA INSTANSI NYA GK BERMUTU. UDAH NARIK IURAN,UPETI,PAJAK... INI PELAYANAN NYA GK LENGKAP. HADUH",playstore,negara instansi nya gk bermutu udah narik iuranupetipajak ini pelayanan nya gk lengkap haduh,"['negara', 'instansi', 'ya', 'tidak', 'bermutu', 'sudah', 'menarik', 'iuranupetipajak', 'ini', 'pelayanan', 'ya', 'tidak', 'lengkap', 'aduh']",-65,negative,"['negara', 'instansi', 'nya', 'bermutu', 'udah', 'narik', 'iuranupetipajak', 'pelayanan', 'nya', 'lengkap', 'haduh']",negara instansi nya bermutu udah narik iuranupetipajak pelayanan nya lengkap haduh,Topik 5 - Pembayaran/Kantor Pajak
"Harusnya bisa bayar pajak langsung di sini, gak perlu bolak balik ke kantor pos/bank",playstore,harusnya bisa bayar pajak langsung di sini gak perlu bolak balik ke kantor posbank,"['harusnya', 'bisa', 'bayar', 'pajak', 'langsung', 'di', 'sini', 'tidak', 'perlu', 'bolak', 'balik', 'ke', 'kantor', 'posbank']",-37,negative,"['bayar', 'pajak', 'langsung', 'gak', 'bolak', 'kantor', 'posbank']",bayar pajak langsung gak bolak kantor posbank,Topik 5 - Pembayaran/Kantor Pajak
Mau bayar pajak untuk negara kok susah kali,playstore,mau bayar pajak untuk negara kok susah kali,"['mau', 'bayar', 'pajak', 'untuk', 'negara', 'kok', 'susah', 'kali']",-31,negative,"['bayar', 'pajak', 'negara', 'susah', 'kali']",bayar pajak negara susah kali,Topik 5 - Pembayaran/Kantor Pajak
"Maunya apa sih lu.? Instansi sekelas pemerintah negara tapi abal , maknya jangan banyak"" Korupsi ribet banget ngurus gini doang",playstore,maunya apa sih lu instansi sekelas pemerintah negara tapi abal  maknya jangan banyak korupsi ribet banget ngurus gini doang,"['maunya', 'apa', 'sih', 'kamu', 'instansi', 'sekelas', 'pemerintah', 'negara', 'tapi', 'abal', 'maknya', 'jangan', 'banyak', 'korupsi', 'ribet', 'banget', 'mengurus', 'begini', 'doang']",-60,negative,"['maunya', 'sih', 'instansi', 'sekelas', 'pemerintah', 'negara', 'abal', 'maknya', 'korupsi', 'ribet', 'banget', 'ngurus', 'gini', 'doang']",maunya sih instansi sekelas pemerintah negara abal maknya korupsi ribet banget ngurus gini doang,Topik 5 - Pembayaran/Kantor Pajak
"Bayar pajak mahal, aplikasinya ampas, ngisi capta g kelar"" d korupsi tros blok",playstore,bayar pajak mahal aplikasinya ampas ngisi capta g kelar d korupsi tros blok,"['bayar', 'pajak', 'mahal', 'aplikasinya', 'ampas', 'ngisi', 'capta', 'tidak', 'kelar', 'di', 'korupsi', 'tros', 'blok']",-42,negative,"['bayar', 'pajak', 'mahal', 'aplikasinya', 'ampas', 'ngisi', 'capta', 'kelar', 'korupsi', 'tros', 'blok']",bayar pajak mahal aplikasinya ampas ngisi capta kelar korupsi tros blok,Topik 5 - Pembayaran/Kantor Pajak
"Mau bayar pajak aja, aplikasi nya tidak ramah user Mau di bayar apa enggak nih ... Mau taat bayar pajak tapi belibet aplikasi nya Kita ni mau bayar lho, bukan mau minta",playstore,mau bayar pajak aja aplikasi nya tidak ramah user mau di bayar apa enggak nih  mau taat bayar pajak tapi belibet aplikasi nya kita ni mau bayar lho bukan mau minta,"['mau', 'bayar', 'pajak', 'saja', 'aplikasi', 'ya', 'tidak', 'ramah', 'user', 'mau', 'di', 'bayar', 'apa', 'enggak', 'nih', 'mau', 'taat', 'bayar', 'pajak', 'tapi', 'belibet', 'aplikasi', 'ya', 'kita', 'nih', 'mau', 'bayar', 'lho', 'bukan', 'mau', 'meminta']",-119,negative,"['bayar', 'pajak', 'aja', 'aplikasi', 'nya', 'ramah', 'user', 'bayar', 'nih', 'taat', 'bayar', 'pajak', 'belibet', 'aplikasi', 'nya', 'bayar', 'lho']",bayar pajak aja aplikasi nya ramah user bayar nih taat bayar pajak belibet aplikasi nya bayar lho,Topik 5 - Pembayaran/Kantor Pajak
Ribet banget dongok mending ga usah bayar pajak gw,playstore,ribet banget dongok mending ga usah bayar pajak gw,"['ribet', 'banget', 'dongok', 'mending', 'tidak', 'usah', 'bayar', 'pajak', 'gue']",-52,negative,"['ribet', 'banget', 'dongok', 'mending', 'bayar', 'pajak']",ribet banget dongok mending bayar pajak,Topik 5 - Pembayaran/Kantor Pajak
"Orang mau bayar pajak yg notabene penghasilan negara aja dipersulit, KASIH SOLUSI DONG BUAT ORG YG PROVIDERNYA 3, AXIS DAN SMARTFREN !!! JANGAN DISURUH GANTI NOMER LAIN, ITU NOMER UDH BERTAHUN2 DIPAKE MASA SURUH GANTI. LANGSUNG KE KANTOR PELAYANAN NYA PUN GK ADA SOLUSI. GAK USH DI BAYAR SEKALIAN KLO KAYAK GINI PELAYANAN NYA !!!",playstore,orang mau bayar pajak yg notabene penghasilan negara aja dipersulit kasih solusi dong buat org yg providernya  axis dan smartfren  jangan disuruh ganti nomer lain itu nomer udh bertahun dipake masa suruh ganti langsung ke kantor pelayanan nya pun gk ada solusi gak ush di bayar sekalian klo kayak gini pelayanan nya,"['orang', 'mau', 'bayar', 'pajak', 'yang', 'notabene', 'penghasilan', 'negara', 'saja', 'dipersulit', 'kasih', 'solusi', 'dong', 'buat', 'orang', 'yang', 'providernya', '3', 'axis', 'dan', 'smartfren', 'jangan', 'disuruh', 'ganti', 'nomer', 'lain', 'itu', 'nomer', 'sudah', 'bertahun2', 'dipakai', 'masa', 'suruh', 'ganti', 'langsung', 'ke', 'kantor', 'pelayanan', 'ya', 'pun', 'tidak', 'ada', 'solusi', 'tidak', 'usah', 'di', 'bayar', 'sekalian', 'kalau', 'kayak', 'begini', 'pelayanan', 'ya']",-138,negative,"['orang', 'bayar', 'pajak', 'notabene', 'penghasilan', 'negara', 'aja', 'dipersulit', 'kasih', 'solusi', 'org', 'providernya', 'axis', 'smartfren', 'disuruh', 'ganti', 'nomer', 'nomer', 'udh', 'bertahun', 'dipake', 'suruh', 'ganti', 'langsung', 'kantor', 'pelayanan', 'nya', 'solusi', 'gak', 'ush', 'bayar', 'klo', 'kayak', 'gini', 'pelayanan', 'nya']",orang bayar pajak notabene penghasilan negara aja dipersulit kasih solusi org providernya axis smartfren disuruh ganti nomer nomer udh bertahun dipake suruh ganti langsung kantor pelayanan nya solusi gak ush bayar klo kayak gini pelayanan nya,Topik 5 - Pembayaran/Kantor Pajak
"Emang bener di komentar kalau aplikasi ini mempersulit, pas saya coba emang mempersulit, data sudah lengkap, punya negara kok gini sistem nya, kemana uang kami bukan nya bekerja dengan benar malah asal asalan",playstore,emang bener di komentar kalau aplikasi ini mempersulit pas saya coba emang mempersulit data sudah lengkap punya negara kok gini sistem nya kemana uang kami bukan nya bekerja dengan benar malah asal asalan,"['memang', 'benar', 'di', 'komentar', 'kalau', 'aplikasi', 'ini', 'mempersulit', 'pas', 'saya', 'coba', 'memang', 'mempersulit', 'data', 'sudah', 'lengkap', 'punya', 'negara', 'kok', 'begini', 'sistem', 'ya', 'kemana', 'uang', 'kami', 'bukan', 'ya', 'bekerja', 'dengan', 'benar', 'malah', 'asal', 'asalan']",-142,negative,"['emang', 'bener', 'komentar', 'aplikasi', 'mempersulit', 'pas', 'coba', 'emang', 'mempersulit', 'data', 'lengkap', 'negara', 'gini', 'sistem', 'nya', 'kemana', 'uang', 'nya', 'asalan']",emang bener komentar aplikasi mempersulit pas coba emang mempersulit data lengkap negara gini sistem nya kemana uang nya asalan,Topik 5 - Pembayaran/Kantor Pajak
